county,precinct,office,district,party,candidate,votes,pct
Tooele,SP09:1,County Auditor,,REP,ALISON H. MCCOY,217,100
Tooele,SP09:1,County Clerk,,REP,TRACY SHAW,223,100
Tooele,SP09:1,County Sheriff,,REP,PAUL J. WIMMER,169,62.59
Tooele,SP09:1,County Sheriff,,,M. DEAN ADAMS,101,37.41
Tooele,SP09:1,Local School Board 6,,,MELISSA RICH,208,100
Tooele,SP09:1,PAIGE PETERSEN Judicial Retention,,,YES,194,81.86
Tooele,SP09:1,PAIGE PETERSEN Judicial Retention,,,NO,43,18.14
Tooele,SP09:1,ADAM T. MOW Judicial Retention,,,YES,186,79.15
Tooele,SP09:1,ADAM T. MOW Judicial Retention,,,NO,49,20.85
Tooele,SP09:1,AMBER M. METTLER Judicial Retention,,,YES,193,79.75
Tooele,SP09:1,AMBER M. METTLER Judicial Retention,,,NO,49,20.25
Tooele,SP09:1,BARRY G. LAWRENCE Judicial Retention,,,YES,191,78.93
Tooele,SP09:1,BARRY G. LAWRENCE Judicial Retention,,,NO,51,21.07
Tooele,SP09:1,CHELSEA KOCH Judicial Retention,,,YES,167,68.72
Tooele,SP09:1,CHELSEA KOCH Judicial Retention,,,NO,76,31.28
Tooele,SP09:1,DIANNA M. GIBSON Judicial Retention,,,YES,170,69.67
Tooele,SP09:1,DIANNA M. GIBSON Judicial Retention,,,NO,74,30.33
Tooele,SP09:1,JAMES T. BLANCH Judicial Retention,,,YES,193,80.42
Tooele,SP09:1,JAMES T. BLANCH Judicial Retention,,,NO,47,19.58
Tooele,SP09:1,LINDA JONES Judicial Retention,,,YES,157,64.61
Tooele,SP09:1,LINDA JONES Judicial Retention,,,NO,86,35.39
Tooele,SP09:1,MARK S. KOURIS Judicial Retention,,,YES,158,66.11
Tooele,SP09:1,MARK S. KOURIS Judicial Retention,,,NO,81,33.89
Tooele,SP09:1,PATRICK W. CORUM Judicial Retention,,,YES,169,70.71
Tooele,SP09:1,PATRICK W. CORUM Judicial Retention,,,NO,70,29.29
Tooele,SP09:1,PAUL BOYD PARKER Judicial Retention,,,YES,183,76.89
Tooele,SP09:1,PAUL BOYD PARKER Judicial Retention,,,NO,55,23.11
Tooele,SP09:1,RANDALL N. SKANCHY Judicial Retention,,,YES,180,74.69
Tooele,SP09:1,RANDALL N. SKANCHY Judicial Retention,,,NO,61,25.31
Tooele,SP09:1,RICHARD E. MRAZIK Judicial Retention,,,YES,189,79.08
Tooele,SP09:1,RICHARD E. MRAZIK Judicial Retention,,,NO,50,20.92
Tooele,SP09:1,ROBERT P. FAUST Judicial Retention,,,YES,143,59.58
Tooele,SP09:1,ROBERT P. FAUST Judicial Retention,,,NO,97,40.42
Tooele,SP09:1,VERNICE S. TREASE Judicial Retention,,,YES,199,82.92
Tooele,SP09:1,VERNICE S. TREASE Judicial Retention,,,NO,41,17.08
Tooele,SP09:1,Constitutional Amendment A,,,AGAINST,166,66.14
Tooele,SP09:1,Constitutional Amendment A,,,FOR,85,33.86
Tooele,SP09:2,Registered Voters,,,,0,
Tooele,SP09:2,Ballots Cast,,,,0,
Tooele,SP09:2,U.S. Senate,,,EVAN MCMULLIN,0,
Tooele,SP09:2,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,
Tooele,SP09:2,U.S. Senate,,REP,MIKE LEE,0,
Tooele,SP09:2,U.S. Senate,,IAP,TOMMY WILLIAMS,0,
Tooele,SP09:2,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,
Tooele,SP09:2,U.S. Senate,,,Write-In: Fictitious Entry,0,
Tooele,SP09:2,U.S. Senate,,,Write-In Totals,0,
Tooele,SP09:2,U.S. Senate,,,Not Assigned,0,
Tooele,SP09:2,U.S. House,2,DEM,NICK MITCHELL,0,
Tooele,SP09:2,U.S. House,2,UUP,JAYMAC MCFARLAND,0,
Tooele,SP09:2,U.S. House,2,CON,CASSIE EASLEY,0,
Tooele,SP09:2,U.S. House,2,REP,CHRIS STEWART,0,
Tooele,SP09:2,State Treasurer,,REP,MARLO M. OAKS,0,
Tooele,SP09:2,State Treasurer,,UUP,THOMAS ALAN HORNE,0,
Tooele,SP09:2,State Treasurer,,IAP,WARREN T ROGERS,0,
Tooele,SP09:2,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,0,
Tooele,SP09:2,State Senate,11,REP,DANIEL W. THATCHER,0,
Tooele,SP09:2,State House,28,REP,TIM JIMENEZ,0,
Tooele,SP09:2,County Attorney,,REP,SCOTT A. BROADHEAD,0,
Tooele,SP09:2,County Auditor,,REP,ALISON H. MCCOY,0,
Tooele,SP09:2,County Clerk,,REP,TRACY SHAW,0,
Tooele,SP09:2,County Sheriff,,REP,PAUL J. WIMMER,0,
Tooele,SP09:2,County Sheriff,,,M. DEAN ADAMS,0,
Tooele,SP09:2,Local School Board 6,,,MELISSA RICH,0,
Tooele,SP09:2,PAIGE PETERSEN Judicial Retention,,,YES,0,
Tooele,SP09:2,PAIGE PETERSEN Judicial Retention,,,NO,0,
Tooele,SP09:2,ADAM T. MOW Judicial Retention,,,YES,0,
Tooele,SP09:2,ADAM T. MOW Judicial Retention,,,NO,0,
Tooele,SP09:2,AMBER M. METTLER Judicial Retention,,,YES,0,
Tooele,SP09:2,AMBER M. METTLER Judicial Retention,,,NO,0,
Tooele,SP09:2,BARRY G. LAWRENCE Judicial Retention,,,YES,0,
Tooele,SP09:2,BARRY G. LAWRENCE Judicial Retention,,,NO,0,
Tooele,SP09:2,CHELSEA KOCH Judicial Retention,,,YES,0,
Tooele,SP09:2,CHELSEA KOCH Judicial Retention,,,NO,0,
Tooele,SP09:2,DIANNA M. GIBSON Judicial Retention,,,YES,0,
Tooele,SP09:2,DIANNA M. GIBSON Judicial Retention,,,NO,0,
Tooele,SP09:2,JAMES T. BLANCH Judicial Retention,,,YES,0,
Tooele,SP09:2,JAMES T. BLANCH Judicial Retention,,,NO,0,
Tooele,SP09:2,LINDA JONES Judicial Retention,,,YES,0,
Tooele,SP09:2,LINDA JONES Judicial Retention,,,NO,0,
Tooele,SP09:2,MARK S. KOURIS Judicial Retention,,,YES,0,
Tooele,SP09:2,MARK S. KOURIS Judicial Retention,,,NO,0,
Tooele,SP09:2,PATRICK W. CORUM Judicial Retention,,,YES,0,
Tooele,SP09:2,PATRICK W. CORUM Judicial Retention,,,NO,0,
Tooele,SP09:2,PAUL BOYD PARKER Judicial Retention,,,YES,0,
Tooele,SP09:2,PAUL BOYD PARKER Judicial Retention,,,NO,0,
Tooele,SP09:2,RANDALL N. SKANCHY Judicial Retention,,,YES,0,
Tooele,SP09:2,RANDALL N. SKANCHY Judicial Retention,,,NO,0,
Tooele,SP09:2,RICHARD E. MRAZIK Judicial Retention,,,YES,0,
Tooele,SP09:2,RICHARD E. MRAZIK Judicial Retention,,,NO,0,
Tooele,SP09:2,ROBERT P. FAUST Judicial Retention,,,YES,0,
Tooele,SP09:2,ROBERT P. FAUST Judicial Retention,,,NO,0,
Tooele,SP09:2,VERNICE S. TREASE Judicial Retention,,,YES,0,
Tooele,SP09:2,VERNICE S. TREASE Judicial Retention,,,NO,0,
Tooele,SP09:2,Constitutional Amendment A,,,FOR,0,
Tooele,SP09:2,Constitutional Amendment A,,,AGAINST,0,
Tooele,SP09:3,Registered Voters,,,,0,
Tooele,SP09:3,Ballots Cast,,,,0,
Tooele,SP09:3,U.S. Senate,,,EVAN MCMULLIN,0,
Tooele,SP09:3,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,
Tooele,SP09:3,U.S. Senate,,REP,MIKE LEE,0,
Tooele,SP09:3,U.S. Senate,,IAP,TOMMY WILLIAMS,0,
Tooele,SP09:3,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,
Tooele,SP09:3,U.S. Senate,,,Write-In: Fictitious Entry,0,
Tooele,SP09:3,U.S. Senate,,,Write-In Totals,0,
Tooele,SP09:3,U.S. Senate,,,Not Assigned,0,
Tooele,SP09:3,U.S. House,2,DEM,NICK MITCHELL,0,
Tooele,SP09:3,U.S. House,2,UUP,JAYMAC MCFARLAND,0,
Tooele,SP09:3,U.S. House,2,CON,CASSIE EASLEY,0,
Tooele,SP09:3,U.S. House,2,REP,CHRIS STEWART,0,
Tooele,SP09:3,State Treasurer,,REP,MARLO M. OAKS,0,
Tooele,SP09:3,State Treasurer,,UUP,THOMAS ALAN HORNE,0,
Tooele,SP09:3,State Treasurer,,IAP,WARREN T ROGERS,0,
Tooele,SP09:3,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,0,
Tooele,SP09:3,State Senate,11,REP,DANIEL W. THATCHER,0,
Tooele,SP09:3,State House,28,REP,TIM JIMENEZ,0,
Tooele,SP09:3,County Attorney,,REP,SCOTT A. BROADHEAD,0,
Tooele,SP09:3,County Auditor,,REP,ALISON H. MCCOY,0,
Tooele,SP09:3,County Clerk,,REP,TRACY SHAW,0,
Tooele,SP09:3,County Sheriff,,REP,PAUL J. WIMMER,0,
Tooele,SP09:3,County Sheriff,,,M. DEAN ADAMS,0,
Tooele,SP09:3,PAIGE PETERSEN Judicial Retention,,,YES,0,
Tooele,SP09:3,PAIGE PETERSEN Judicial Retention,,,NO,0,
Tooele,SP09:3,ADAM T. MOW Judicial Retention,,,YES,0,
Tooele,SP09:3,ADAM T. MOW Judicial Retention,,,NO,0,
Tooele,SP09:3,AMBER M. METTLER Judicial Retention,,,YES,0,
Tooele,SP09:3,AMBER M. METTLER Judicial Retention,,,NO,0,
Tooele,SP09:3,BARRY G. LAWRENCE Judicial Retention,,,YES,0,
Tooele,SP09:3,BARRY G. LAWRENCE Judicial Retention,,,NO,0,
Tooele,SP09:3,CHELSEA KOCH Judicial Retention,,,YES,0,
Tooele,SP09:3,CHELSEA KOCH Judicial Retention,,,NO,0,
Tooele,SP09:3,DIANNA M. GIBSON Judicial Retention,,,YES,0,
Tooele,SP09:3,DIANNA M. GIBSON Judicial Retention,,,NO,0,
Tooele,SP09:3,JAMES T. BLANCH Judicial Retention,,,YES,0,
Tooele,SP09:3,JAMES T. BLANCH Judicial Retention,,,NO,0,
Tooele,SP09:3,LINDA JONES Judicial Retention,,,YES,0,
Tooele,SP09:3,LINDA JONES Judicial Retention,,,NO,0,
Tooele,SP09:3,MARK S. KOURIS Judicial Retention,,,YES,0,
Tooele,SP09:3,MARK S. KOURIS Judicial Retention,,,NO,0,
Tooele,SP09:3,PATRICK W. CORUM Judicial Retention,,,YES,0,
Tooele,SP09:3,PATRICK W. CORUM Judicial Retention,,,NO,0,
Tooele,SP09:3,PAUL BOYD PARKER Judicial Retention,,,YES,0,
Tooele,SP09:3,PAUL BOYD PARKER Judicial Retention,,,NO,0,
Tooele,SP09:3,RANDALL N. SKANCHY Judicial Retention,,,YES,0,
Tooele,SP09:3,RANDALL N. SKANCHY Judicial Retention,,,NO,0,
Tooele,SP09:3,RICHARD E. MRAZIK Judicial Retention,,,YES,0,
Tooele,SP09:3,RICHARD E. MRAZIK Judicial Retention,,,NO,0,
Tooele,SP09:3,ROBERT P. FAUST Judicial Retention,,,YES,0,
Tooele,SP09:3,ROBERT P. FAUST Judicial Retention,,,NO,0,
Tooele,SP09:3,VERNICE S. TREASE Judicial Retention,,,YES,0,
Tooele,SP09:3,VERNICE S. TREASE Judicial Retention,,,NO,0,
Tooele,SP09:3,Constitutional Amendment A,,,FOR,0,
Tooele,SP09:3,Constitutional Amendment A,,,AGAINST,0,
Tooele,SP10,Registered Voters,,,,503,
Tooele,SP10,Ballots Cast,,,,342,
Tooele,SP10,U.S. Senate,,REP,MIKE LEE,173,51.95
Tooele,SP10,U.S. Senate,,,EVAN MCMULLIN,153,45.95
Tooele,SP10,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,5,1.5
Tooele,SP10,U.S. Senate,,IAP,TOMMY WILLIAMS,2,0.6
Tooele,SP10,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,SP10,U.S. Senate,,,Write-In: Fictitious Entry,0,0
Tooele,SP10,U.S. Senate,,,Write-In Totals,0,0
Tooele,SP10,U.S. Senate,,,Not Assigned,0,0
Tooele,SP10,U.S. House,2,REP,CHRIS STEWART,193,56.93
Tooele,SP10,U.S. House,2,DEM,NICK MITCHELL,119,35.1
Tooele,SP10,U.S. House,2,UUP,JAYMAC MCFARLAND,14,4.13
Tooele,SP10,U.S. House,2,CON,CASSIE EASLEY,13,3.83
Tooele,SP10,State Treasurer,,REP,MARLO M. OAKS,237,76.45
Tooele,SP10,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,29,9.35
Tooele,SP10,State Treasurer,,IAP,WARREN T ROGERS,24,7.74
Tooele,SP10,State Treasurer,,UUP,THOMAS ALAN HORNE,20,6.45
Tooele,SP10,State Senate,1,REP,SCOTT SANDALL,250,100
Tooele,SP10,State House,28,REP,TIM JIMENEZ,253,100
Tooele,SP10,County Attorney,,REP,SCOTT A. BROADHEAD,251,100
Tooele,SP10,County Auditor,,REP,ALISON H. MCCOY,254,100
Tooele,SP10,County Clerk,,REP,TRACY SHAW,256,100
Tooele,SP10,County Sheriff,,REP,PAUL J. WIMMER,209,62.76
Tooele,SP10,County Sheriff,,,M. DEAN ADAMS,124,37.24
Tooele,SP10,Local School Board 6,,,MELISSA RICH,241,100
Tooele,SP10,PAIGE PETERSEN Judicial Retention,,,YES,242,80.94
Tooele,SP10,PAIGE PETERSEN Judicial Retention,,,NO,57,19.06
Tooele,SP10,ADAM T. MOW Judicial Retention,,,YES,229,77.1
Tooele,SP10,ADAM T. MOW Judicial Retention,,,NO,68,22.9
Tooele,SP10,AMBER M. METTLER Judicial Retention,,,YES,228,77.55
Tooele,SP10,AMBER M. METTLER Judicial Retention,,,NO,66,22.45
Tooele,SP10,BARRY G. LAWRENCE Judicial Retention,,,YES,225,76.27
Tooele,SP10,BARRY G. LAWRENCE Judicial Retention,,,NO,70,23.73
Tooele,SP10,CHELSEA KOCH Judicial Retention,,,YES,217,73.06
Tooele,SP10,CHELSEA KOCH Judicial Retention,,,NO,80,26.94
Tooele,SP10,DIANNA M. GIBSON Judicial Retention,,,YES,216,72.73
Tooele,SP10,DIANNA M. GIBSON Judicial Retention,,,NO,81,27.27
Tooele,SP10,JAMES T. BLANCH Judicial Retention,,,YES,227,76.69
Tooele,SP10,JAMES T. BLANCH Judicial Retention,,,NO,69,23.31
Tooele,SP10,LINDA JONES Judicial Retention,,,YES,200,67.8
Tooele,SP10,LINDA JONES Judicial Retention,,,NO,95,32.2
Tooele,SP10,MARK S. KOURIS Judicial Retention,,,YES,204,69.62
Tooele,SP10,MARK S. KOURIS Judicial Retention,,,NO,89,30.38
Tooele,SP10,PATRICK W. CORUM Judicial Retention,,,YES,215,73.13
Tooele,SP10,PATRICK W. CORUM Judicial Retention,,,NO,79,26.87
Tooele,SP10,PAUL BOYD PARKER Judicial Retention,,,YES,229,77.89
Tooele,SP10,PAUL BOYD PARKER Judicial Retention,,,NO,65,22.11
Tooele,SP10,RANDALL N. SKANCHY Judicial Retention,,,YES,220,74.83
Tooele,SP10,RANDALL N. SKANCHY Judicial Retention,,,NO,74,25.17
Tooele,SP10,RICHARD E. MRAZIK Judicial Retention,,,YES,225,76.27
Tooele,SP10,RICHARD E. MRAZIK Judicial Retention,,,NO,70,23.73
Tooele,SP10,ROBERT P. FAUST Judicial Retention,,,YES,170,57.43
Tooele,SP10,ROBERT P. FAUST Judicial Retention,,,NO,126,42.57
Tooele,SP10,VERNICE S. TREASE Judicial Retention,,,YES,231,78.57
Tooele,SP10,VERNICE S. TREASE Judicial Retention,,,NO,63,21.43
Tooele,SP10,Constitutional Amendment A,,,AGAINST,211,66.77
Tooele,SP10,Constitutional Amendment A,,,FOR,105,33.23
Tooele,ST02:3U,Registered Voters,,,,0,
Tooele,ST02:3U,Ballots Cast,,,,0,
Tooele,ST02:3U,U.S. Senate,,,EVAN MCMULLIN,0,
Tooele,ST02:3U,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,0,
Tooele,ST02:3U,U.S. Senate,,REP,MIKE LEE,0,
Tooele,ST02:3U,U.S. Senate,,IAP,TOMMY WILLIAMS,0,
Tooele,ST02:3U,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,
Tooele,ST02:3U,U.S. Senate,,,Write-In: Fictitious Entry,0,
Tooele,ST02:3U,U.S. Senate,,,Write-In Totals,0,
Tooele,ST02:3U,U.S. Senate,,,Not Assigned,0,
Tooele,ST02:3U,U.S. House,2,DEM,NICK MITCHELL,0,
Tooele,ST02:3U,U.S. House,2,UUP,JAYMAC MCFARLAND,0,
Tooele,ST02:3U,U.S. House,2,CON,CASSIE EASLEY,0,
Tooele,ST02:3U,U.S. House,2,REP,CHRIS STEWART,0,
Tooele,ST02:3U,State Treasurer,,REP,MARLO M. OAKS,0,
Tooele,ST02:3U,State Treasurer,,UUP,THOMAS ALAN HORNE,0,
Tooele,ST02:3U,State Treasurer,,IAP,WARREN T ROGERS,0,
Tooele,ST02:3U,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,0,
Tooele,ST02:3U,State Senate,11,REP,DANIEL W. THATCHER,0,
Tooele,ST02:3U,State House,28,REP,TIM JIMENEZ,0,
Tooele,ST02:3U,County Council 2,,REP,KENDALL THOMAS,0,
Tooele,ST02:3U,County Attorney,,REP,SCOTT A. BROADHEAD,0,
Tooele,ST02:3U,County Auditor,,REP,ALISON H. MCCOY,0,
Tooele,ST02:3U,County Clerk,,REP,TRACY SHAW,0,
Tooele,ST02:3U,County Sheriff,,REP,PAUL J. WIMMER,0,
Tooele,ST02:3U,County Sheriff,,,M. DEAN ADAMS,0,
Tooele,ST02:3U,PAIGE PETERSEN Judicial Retention,,,YES,0,
Tooele,ST02:3U,PAIGE PETERSEN Judicial Retention,,,NO,0,
Tooele,ST02:3U,ADAM T. MOW Judicial Retention,,,YES,0,
Tooele,ST02:3U,ADAM T. MOW Judicial Retention,,,NO,0,
Tooele,ST02:3U,AMBER M. METTLER Judicial Retention,,,YES,0,
Tooele,ST02:3U,AMBER M. METTLER Judicial Retention,,,NO,0,
Tooele,ST02:3U,BARRY G. LAWRENCE Judicial Retention,,,YES,0,
Tooele,ST02:3U,BARRY G. LAWRENCE Judicial Retention,,,NO,0,
Tooele,ST02:3U,CHELSEA KOCH Judicial Retention,,,YES,0,
Tooele,ST02:3U,CHELSEA KOCH Judicial Retention,,,NO,0,
Tooele,ST02:3U,DIANNA M. GIBSON Judicial Retention,,,YES,0,
Tooele,ST02:3U,DIANNA M. GIBSON Judicial Retention,,,NO,0,
Tooele,ST02:3U,JAMES T. BLANCH Judicial Retention,,,YES,0,
Tooele,ST02:3U,JAMES T. BLANCH Judicial Retention,,,NO,0,
Tooele,ST02:3U,LINDA JONES Judicial Retention,,,YES,0,
Tooele,ST02:3U,LINDA JONES Judicial Retention,,,NO,0,
Tooele,ST02:3U,MARK S. KOURIS Judicial Retention,,,YES,0,
Tooele,ST02:3U,MARK S. KOURIS Judicial Retention,,,NO,0,
Tooele,ST02:3U,PATRICK W. CORUM Judicial Retention,,,YES,0,
Tooele,ST02:3U,PATRICK W. CORUM Judicial Retention,,,NO,0,
Tooele,ST02:3U,PAUL BOYD PARKER Judicial Retention,,,YES,0,
Tooele,ST02:3U,PAUL BOYD PARKER Judicial Retention,,,NO,0,
Tooele,ST02:3U,RANDALL N. SKANCHY Judicial Retention,,,YES,0,
Tooele,ST02:3U,RANDALL N. SKANCHY Judicial Retention,,,NO,0,
Tooele,ST02:3U,RICHARD E. MRAZIK Judicial Retention,,,YES,0,
Tooele,ST02:3U,RICHARD E. MRAZIK Judicial Retention,,,NO,0,
Tooele,ST02:3U,ROBERT P. FAUST Judicial Retention,,,YES,0,
Tooele,ST02:3U,ROBERT P. FAUST Judicial Retention,,,NO,0,
Tooele,ST02:3U,VERNICE S. TREASE Judicial Retention,,,YES,0,
Tooele,ST02:3U,VERNICE S. TREASE Judicial Retention,,,NO,0,
Tooele,ST02:3U,Constitutional Amendment A,,,FOR,0,
Tooele,ST02:3U,Constitutional Amendment A,,,AGAINST,0,
Tooele,TC01,Registered Voters,,,,733,
Tooele,TC01,Ballots Cast,,,,452,
Tooele,TC01,U.S. Senate,,REP,MIKE LEE,246,55.41
Tooele,TC01,U.S. Senate,,,EVAN MCMULLIN,177,39.86
Tooele,TC01,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,12,2.7
Tooele,TC01,U.S. Senate,,IAP,TOMMY WILLIAMS,8,1.8
Tooele,TC01,U.S. Senate,,,Write-In: Fictitious Entry,1,0.23
Tooele,TC01,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,TC01,U.S. Senate,,,Write-In Totals,1,0.23
Tooele,TC01,U.S. Senate,,,Not Assigned,0,0
Tooele,TC01,U.S. House,2,REP,CHRIS STEWART,307,70.41
Tooele,TC01,U.S. House,2,DEM,NICK MITCHELL,87,19.95
Tooele,TC01,U.S. House,2,UUP,JAYMAC MCFARLAND,29,6.65
Tooele,TC01,U.S. House,2,CON,CASSIE EASLEY,13,2.98
Tooele,TC01,State Treasurer,,REP,MARLO M. OAKS,323,78.97
Tooele,TC01,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,31,7.58
Tooele,TC01,State Treasurer,,UUP,THOMAS ALAN HORNE,28,6.85
Tooele,TC01,State Treasurer,,IAP,WARREN T ROGERS,27,6.6
Tooele,TC01,State Senate,11,REP,DANIEL W. THATCHER,363,100
Tooele,TC01,State House,28,REP,TIM JIMENEZ,367,100
Tooele,TC01,County Attorney,,REP,SCOTT A. BROADHEAD,372,100
Tooele,TC01,County Auditor,,REP,ALISON H. MCCOY,372,100
Tooele,TC01,County Clerk,,REP,TRACY SHAW,366,100
Tooele,TC01,County Sheriff,,REP,PAUL J. WIMMER,312,71.72
Tooele,TC01,County Sheriff,,,M. DEAN ADAMS,123,28.28
Tooele,TC01,PAIGE PETERSEN Judicial Retention,,,YES,307,81.65
Tooele,TC01,PAIGE PETERSEN Judicial Retention,,,NO,69,18.35
Tooele,TC01,ADAM T. MOW Judicial Retention,,,YES,302,80.32
Tooele,TC01,ADAM T. MOW Judicial Retention,,,NO,74,19.68
Tooele,TC01,AMBER M. METTLER Judicial Retention,,,YES,299,79.31
Tooele,TC01,AMBER M. METTLER Judicial Retention,,,NO,78,20.69
Tooele,TC01,BARRY G. LAWRENCE Judicial Retention,,,YES,300,79.79
Tooele,TC01,BARRY G. LAWRENCE Judicial Retention,,,NO,76,20.21
Tooele,TC01,CHELSEA KOCH Judicial Retention,,,YES,279,73.61
Tooele,TC01,CHELSEA KOCH Judicial Retention,,,NO,100,26.39
Tooele,TC01,DIANNA M. GIBSON Judicial Retention,,,YES,264,68.75
Tooele,TC01,DIANNA M. GIBSON Judicial Retention,,,NO,120,31.25
Tooele,TC01,JAMES T. BLANCH Judicial Retention,,,YES,299,79.31
Tooele,TC01,JAMES T. BLANCH Judicial Retention,,,NO,78,20.69
Tooele,TC01,LINDA JONES Judicial Retention,,,YES,270,71.62
Tooele,TC01,LINDA JONES Judicial Retention,,,NO,107,28.38
Tooele,TC01,MARK S. KOURIS Judicial Retention,,,YES,273,72.61
Tooele,TC01,MARK S. KOURIS Judicial Retention,,,NO,103,27.39
Tooele,TC01,PATRICK W. CORUM Judicial Retention,,,YES,279,74.2
Tooele,TC01,PATRICK W. CORUM Judicial Retention,,,NO,97,25.8
Tooele,TC01,PAUL BOYD PARKER Judicial Retention,,,YES,298,79.68
Tooele,TC01,PAUL BOYD PARKER Judicial Retention,,,NO,76,20.32
Tooele,TC01,RANDALL N. SKANCHY Judicial Retention,,,YES,280,74.07
Tooele,TC01,RANDALL N. SKANCHY Judicial Retention,,,NO,98,25.93
Tooele,TC01,RICHARD E. MRAZIK Judicial Retention,,,YES,291,78.02
Tooele,TC01,RICHARD E. MRAZIK Judicial Retention,,,NO,82,21.98
Tooele,TC01,ROBERT P. FAUST Judicial Retention,,,YES,248,65.44
Tooele,TC01,ROBERT P. FAUST Judicial Retention,,,NO,131,34.56
Tooele,TC01,VERNICE S. TREASE Judicial Retention,,,YES,300,79.79
Tooele,TC01,VERNICE S. TREASE Judicial Retention,,,NO,76,20.21
Tooele,TC01,Proposition #6 - Tooele City Question 1,,,YES,311,69.73
Tooele,TC01,Proposition #6 - Tooele City Question 1,,,NO,135,30.27
Tooele,TC01,Constitutional Amendment A,,,AGAINST,284,67.94
Tooele,TC01,Constitutional Amendment A,,,FOR,134,32.06
Tooele,TC02,Registered Voters,,,,578,
Tooele,TC02,Ballots Cast,,,,363,
Tooele,TC02,U.S. Senate,,,EVAN MCMULLIN,168,46.67
Tooele,TC02,U.S. Senate,,REP,MIKE LEE,156,43.33
Tooele,TC02,U.S. Senate,,LIB,JAMES ARTHUR HANSEN,20,5.56
Tooele,TC02,U.S. Senate,,IAP,TOMMY WILLIAMS,11,3.06
Tooele,TC02,U.S. Senate,,,Write-In: Fictitious Entry,5,1.39
Tooele,TC02,U.S. Senate,,,Write-In: Laird Fetzer Hamblin,0,0
Tooele,TC02,U.S. Senate,,,Write-In Totals,5,1.39
Tooele,TC02,U.S. Senate,,,Not Assigned,0,0
Tooele,TC02,U.S. House,2,REP,CHRIS STEWART,205,57.58
Tooele,TC02,U.S. House,2,DEM,NICK MITCHELL,120,33.71
Tooele,TC02,U.S. House,2,UUP,JAYMAC MCFARLAND,19,5.34
Tooele,TC02,U.S. House,2,CON,CASSIE EASLEY,12,3.37
Tooele,TC02,State Treasurer,,REP,MARLO M. OAKS,230,70.99
Tooele,TC02,State Treasurer,,UUP,THOMAS ALAN HORNE,35,10.8
Tooele,TC02,State Treasurer,,LIB,JOSEPH GEDDES BUCHMAN,35,10.8
Tooele,TC02,State Treasurer,,IAP,WARREN T ROGERS,24,7.41
Tooele,TC02,State Senate,11,REP,DANIEL W. THATCHER,276,100
Tooele,TC02,State House,28,REP,TIM JIMENEZ,270,100
Tooele,TC02,County Council 2,,REP,KENDALL THOMAS,287,100
Tooele,TC02,County Attorney,,REP,SCOTT A. BROADHEAD,282,100
Tooele,TC02,County Auditor,,REP,ALISON H. MCCOY,283,100
Tooele,TC02,County Clerk,,REP,TRACY SHAW,286,100
Tooele,TC02,County Sheriff,,REP,PAUL J. WIMMER,203,58.33
Tooele,TC02,County Sheriff,,,M. DEAN ADAMS,145,41.67
Tooele,TC02,PAIGE PETERSEN Judicial Retention,,,YES,249,81.11
Tooele,TC02,PAIGE PETERSEN Judicial Retention,,,NO,58,18.89
Tooele,TC02,ADAM T. MOW Judicial Retention,,,YES,241,78.76
Tooele,TC02,ADAM T. MOW Judicial Retention,,,NO,65,21.24
Tooele,TC02,AMBER M. METTLER Judicial Retention,,,YES,242,79.34
Tooele,TC02,AMBER M. METTLER Judicial Retention,,,NO,63,20.66
Tooele,TC02,BARRY G. LAWRENCE Judicial Retention,,,YES,243,78.9
Tooele,TC02,BARRY G. LAWRENCE Judicial Retention,,,NO,65,21.1
Tooele,TC02,CHELSEA KOCH Judicial Retention,,,YES,240,77.67
Tooele,TC02,CHELSEA KOCH Judicial Retention,,,NO,69,22.33
Tooele,TC02,DIANNA M. GIBSON Judicial Retention,,,YES,236,75.88
Tooele,TC02,DIANNA M. GIBSON Judicial Retention,,,NO,75,24.12
Tooele,TC02,JAMES T. BLANCH Judicial Retention,,,YES,247,80.19
Tooele,TC02,JAMES T. BLANCH Judicial Retention,,,NO,61,19.81
Tooele,TC02,LINDA JONES Judicial Retention,,,YES,226,73.62
Tooele,TC02,LINDA JONES Judicial Retention,,,NO,81,26.38
Tooele,TC02,MARK S. KOURIS Judicial Retention,,,YES,222,72.79
Tooele,TC02,MARK S. KOURIS Judicial Retention,,,NO,83,27.21
Tooele,TC02,PATRICK W. CORUM Judicial Retention,,,YES,229,76.08
