county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional,mail
Davis,CE13:I-S-,Ballots Cast,,,,319,1,16,3,299
Davis,CE14:I-S-,Ballots Cast,,,,548,0,16,4,528
Davis,CE15:I-S-,Ballots Cast,,,,423,1,18,0,404
Davis,CE16:I-S-,Ballots Cast,,,,376,1,21,2,352
Davis,CE17:I-S-,Ballots Cast,,,,89,0,8,1,80
Davis,CE18:I-SA,Ballots Cast,,,,0,0,0,0,0
Davis,CE18:I-SB,Ballots Cast,,,,0,0,0,0,0
Davis,CE18:U-S-,Ballots Cast,,,,0,0,0,0,0
Davis,CF01:I-N-,Ballots Cast,,,,219,0,5,1,213
Davis,CF02:I-N-,Ballots Cast,,,,417,0,22,1,394
Davis,CF02:U-N-,Ballots Cast,,,,0,0,0,0,0
Davis,CF03:I-N-,Ballots Cast,,,,410,1,26,5,378
Davis,CF04:I-N-,Ballots Cast,,,,26,0,5,1,20
Davis,CF05:I-N-,Ballots Cast,,,,457,0,25,4,428
Davis,CF06:I-N-,Ballots Cast,,,,264,0,11,1,252
Davis,CF07:I-N-,Ballots Cast,,,,276,0,15,0,261
Davis,CF08:I-N-,Ballots Cast,,,,125,0,15,4,106
Davis,CF09:I-N-,Ballots Cast,,,,338,1,22,4,311
Davis,CF10:I-N-,Ballots Cast,,,,356,0,23,2,331
Davis,CF11:I-N-,Ballots Cast,,,,29,0,3,1,25
Davis,CF12:I-N-,Ballots Cast,,,,86,0,4,1,81
Davis,CF13:I-N-,Ballots Cast,,,,314,1,23,2,288
Davis,CF14:I-N-,Ballots Cast,,,,189,1,28,2,158
Davis,CF15:I-N-,Ballots Cast,,,,164,0,5,4,155
Davis,CF16:I-N-,Ballots Cast,,,,433,0,18,4,411
Davis,CF17:I-N-,Ballots Cast,,,,218,0,13,6,199
Davis,CF18:I-N-,Ballots Cast,,,,186,0,11,10,165
Davis,CF19:I-N-,Ballots Cast,,,,142,0,16,2,124
Davis,CF20:I-N-,Ballots Cast,,,,247,0,10,1,236
Davis,CF21:I-N-,Ballots Cast,,,,274,0,13,2,259
Davis,CF22:I-N-,Ballots Cast,,,,320,1,15,2,302
Davis,CF23:I-N-,Ballots Cast,,,,390,0,21,4,365
Davis,CF24:I-N-,Ballots Cast,,,,355,1,19,5,330
Davis,CL01:I-N-,Ballots Cast,,,,365,0,30,5,330
Davis,CL02:I-N-,Ballots Cast,,,,230,0,10,1,219
Davis,CL03:I-N-,Ballots Cast,,,,229,0,11,2,216
Davis,CL04:I-N-,Ballots Cast,,,,368,0,23,3,342
Davis,CL05:I-N-,Ballots Cast,,,,276,0,12,0,264
Davis,CL06:I-N-,Ballots Cast,,,,205,0,12,2,191
Davis,CL06:IHN-,Ballots Cast,,,,0,0,0,0,0
Davis,CL07:I-N-,Ballots Cast,,,,416,0,32,4,380
Davis,CL08:I-N-,Ballots Cast,,,,329,1,15,3,310
Davis,CL09:I-N-,Ballots Cast,,,,190,0,22,1,167
Davis,CL10:I-N-,Ballots Cast,,,,332,0,29,2,301
Davis,CL11:I-N-,Ballots Cast,,,,403,0,27,2,374
Davis,CL12:I-N-,Ballots Cast,,,,261,0,7,1,253
Davis,CL13:I-N-,Ballots Cast,,,,206,0,8,0,198
Davis,CL14:I-N-,Ballots Cast,,,,285,0,19,1,265
Davis,CL15:I-N-,Ballots Cast,,,,353,0,28,0,325
Davis,CL16:I-N-,Ballots Cast,,,,332,0,14,3,315
Davis,CL17:I-N-,Ballots Cast,,,,471,0,17,2,452
Davis,CL18:I-N-,Ballots Cast,,,,472,1,36,4,431
Davis,CL19:I-N-,Ballots Cast,,,,391,0,11,2,378
Davis,CL20:I-N-,Ballots Cast,,,,417,0,21,1,395
Davis,CL21:I-N-,Ballots Cast,,,,476,2,31,4,439
Davis,CL22:I-N-,Ballots Cast,,,,192,0,13,1,178
Davis,FA01,Ballots Cast,,,,420,1,13,2,404
Davis,FA02:IBC-,Ballots Cast,,,,494,1,23,0,470
Davis,FA03:I-C-,Ballots Cast,,,,16,0,4,1,11
Davis,FA03:IBC-,Ballots Cast,,,,421,0,11,2,408
Davis,FA04:IBC-,Ballots Cast,,,,485,2,25,2,456
Davis,FA05:IBC-,Ballots Cast,,,,380,0,22,3,355
Davis,FA06:IBC-,Ballots Cast,,,,554,3,23,4,524
Davis,FA07:I-C-,Ballots Cast,,,,446,0,25,3,418
Davis,FA08:IBC-,Ballots Cast,,,,467,0,24,4,439
Davis,FA09:IBC-,Ballots Cast,,,,314,0,19,3,292
Davis,FA10:I-C-,Ballots Cast,,,,285,0,29,9,247
Davis,FA11:I-C-,Ballots Cast,,,,461,1,14,5,441
Davis,FA12:I-C-,Ballots Cast,,,,428,3,15,1,409
Davis,FA12:U-C-,Ballots Cast,,,,0,0,0,0,0
Davis,FA13:I-C-,Ballots Cast,,,,397,0,18,1,378
Davis,FA14:I-C-,Ballots Cast,,,,453,5,26,1,421
Davis,FA15:I-C-,Ballots Cast,,,,292,0,22,3,267
Davis,FA16:IBC-,Ballots Cast,,,,423,1,17,4,401
Davis,FA17:IBC-,Ballots Cast,,,,461,0,15,2,444
Davis,FA18:IBC-,Ballots Cast,,,,480,0,25,7,448
Davis,FA19:IBC-,Ballots Cast,,,,339,0,17,2,320
Davis,FA20:IBC-,Ballots Cast,,,,362,1,22,4,335
Davis,FA21:IBC-,Ballots Cast,,,,424,1,19,3,401
Davis,FA22:IBC-,Ballots Cast,,,,283,0,12,1,270
Davis,FA23:IBC-,Ballots Cast,,,,453,0,31,3,419
Davis,FA24:U-C-,Ballots Cast,,,,19,0,0,0,19
Davis,FA24:UBC-,Ballots Cast,,,,0,0,0,0,0
Davis,FA25:U-C-,Ballots Cast,,,,0,0,0,0,0
Davis,FA25:UBCA,Ballots Cast,,,,0,0,0,0,0
Davis,FA25:UBCB,Ballots Cast,,,,0,0,0,0,0
Davis,FA25:UBCC,Ballots Cast,,,,0,0,0,0,0
Davis,FA25:UBCD,Ballots Cast,,,,0,0,0,0,0
Davis,FH01:I-C-,Ballots Cast,,,,363,2,17,2,342
Davis,FH01,Ballots Cast,,,,49,0,1,0,48
Davis,FH02:I-C-,Ballots Cast,,,,407,1,20,2,384
Davis,FH03:I-C-,Ballots Cast,,,,349,2,19,2,326
Davis,FH04:I-C-,Ballots Cast,,,,309,2,15,2,290
Davis,FH05:I-C-,Ballots Cast,,,,287,0,20,1,266
Davis,FH06:I-C-,Ballots Cast,,,,441,3,37,4,397
Davis,FH07:I-C-,Ballots Cast,,,,346,0,17,3,326
Davis,FH08:IBC-,Ballots Cast,,,,297,1,21,0,275
Davis,HA01:U-N-,Ballots Cast,,,,27,0,10,0,17
Davis,KA01:I-C-,Ballots Cast,,,,466,0,13,1,452
Davis,KA01:I-N-,Ballots Cast,,,,41,0,1,0,40
Davis,KA02:I-C-,Ballots Cast,,,,450,0,5,4,441
Davis,KA02:I-NA,Ballots Cast,,,,17,0,0,0,17
Davis,KA02:I-NB,Ballots Cast,,,,0,0,0,0,0
Davis,KA03:I-N-,Ballots Cast,,,,468,0,14,8,446
Davis,KA04:I-N-,Ballots Cast,,,,72,0,1,1,70
Davis,KA05:I-N-,Ballots Cast,,,,10,0,0,0,10
Davis,KA05:U-NT,Ballots Cast,,,,252,0,8,1,243
Davis,KA06:I-N-,Ballots Cast,,,,465,0,17,2,446
Davis,KA06:U-NA,Ballots Cast,,,,0,0,0,0,0
Davis,KA06:U-NB,Ballots Cast,,,,0,0,0,0,0
Davis,KA07:I---,Ballots Cast,,,,0,0,0,0,0
Davis,KA07:I-N-,Ballots Cast,,,,383,0,16,3,364
Davis,KA07:U-N-,Ballots Cast,,,,0,0,0,0,0
Davis,KA08:I-N-,Ballots Cast,,,,45,0,0,0,45
Davis,KA08:U-N-,Ballots Cast,,,,17,0,2,0,15
Davis,KA09:I-C-,Ballots Cast,,,,432,0,10,1,421
Davis,KA10:I-C-,Ballots Cast,,,,555,0,27,7,521
Davis,KA11:I-C-,Ballots Cast,,,,438,0,15,2,421
Davis,KA12:I-C-,Ballots Cast,,,,352,0,17,2,333
Davis,KA12:I-N-,Ballots Cast,,,,0,0,0,0,0
Davis,KA13:I-C-,Ballots Cast,,,,532,0,23,6,503
Davis,KA14:I-C-,Ballots Cast,,,,405,0,9,0,396
Davis,KA15:I-C-,Ballots Cast,,,,445,1,14,0,430
Davis,KA16:I-C-,Ballots Cast,,,,508,2,22,0,484
Davis,KA17:I-C-,Ballots Cast,,,,313,0,9,2,302
Davis,KA18:I-C-,Ballots Cast,,,,403,0,28,1,374
Davis,KA19:I-C-,Ballots Cast,,,,386,0,30,3,353
Davis,KA20:I-C-,Ballots Cast,,,,439,0,24,2,413
Davis,KA21:I-C-,Ballots Cast,,,,375,2,12,1,360
Davis,KA22:I-C-,Ballots Cast,,,,394,3,18,1,372
Davis,KA23:I-C-,Ballots Cast,,,,476,0,15,5,456
Davis,KA24:I-C-,Ballots Cast,,,,453,0,22,1,430
Davis,KA25:I-C-,Ballots Cast,,,,398,1,19,0,378
Davis,KA26:I-C-,Ballots Cast,,,,342,3,15,1,323
Davis,KA27:I-C-,Ballots Cast,,,,479,3,19,3,454
Davis,KA28:I-C-,Ballots Cast,,,,365,2,17,0,346
Davis,KA29:I-C-,Ballots Cast,,,,319,1,21,0,297
Davis,KA29:IBC-,Ballots Cast,,,,0,0,0,0,0
Davis,KA30:I-C-,Ballots Cast,,,,210,1,12,1,196
Davis,KA30:IBCA,Ballots Cast,,,,0,0,0,0,0
Davis,KA30:IBCB,Ballots Cast,,,,4,0,0,0,4
Davis,KA31:I-C-,Ballots Cast,,,,37,0,1,0,36
Davis,KA31:IBC-,Ballots Cast,,,,356,0,21,1,334
Davis,KA32:IBC-,Ballots Cast,,,,412,0,11,3,398
Davis,KA33:IBC-,Ballots Cast,,,,387,0,23,0,364
Davis,KA34:IBC-,Ballots Cast,,,,361,1,9,0,351
Davis,KA35:IBC-,Ballots Cast,,,,309,1,22,4,282
Davis,KA36:I-C-,Ballots Cast,,,,0,0,0,0,0
Davis,KA36:IBC-,Ballots Cast,,,,316,0,15,2,299
Davis,LA01:I-N-,Ballots Cast,,,,352,2,20,2,328
Davis,LA02,Ballots Cast,,,,203,1,24,7,171
Davis,LA03:I-N-,Ballots Cast,,,,294,1,16,1,276
Davis,LA04:I-N-,Ballots Cast,,,,473,2,33,3,435
Davis,LA05:I-N-,Ballots Cast,,,,366,0,20,1,345
Davis,LA06:I-NA,Ballots Cast,,,,47,0,2,0,45
Davis,LA06:I-NB,Ballots Cast,,,,354,0,15,2,337
Davis,LA06:U,Ballots Cast,,,,6,0,0,0,6
Davis,LA07:I-N-,Ballots Cast,,,,191,0,11,4,176
Davis,LA08:I-N-,Ballots Cast,,,,163,0,18,4,141
Davis,LA09:I-N-,Ballots Cast,,,,208,0,16,3,189
Davis,LA10:I-N-,Ballots Cast,,,,287,0,15,3,269
Davis,LA10:U-N-,Ballots Cast,,,,15,0,0,0,15
Davis,LA11:I-N-,Ballots Cast,,,,278,0,11,1,266
Davis,LA12:I-N-,Ballots Cast,,,,396,0,28,4,364
Davis,LA13:I-N-,Ballots Cast,,,,315,1,10,1,303
Davis,LA14:I-N-,Ballots Cast,,,,309,0,17,2,290
Davis,LA15:I-N-,Ballots Cast,,,,163,0,9,1,153
Davis,LA16:I-N-,Ballots Cast,,,,372,0,16,5,351
Davis,LA17:I-N-,Ballots Cast,,,,268,2,12,0,254
Davis,LA18:I-N-,Ballots Cast,,,,119,1,15,2,101
Davis,LA19:I-N-,Ballots Cast,,,,340,2,10,3,325
Davis,LA20:I-N-,Ballots Cast,,,,439,1,21,2,415
Davis,LA21:I-N-,Ballots Cast,,,,492,0,25,2,465
Davis,LA22:I-N-,Ballots Cast,,,,523,0,15,0,508
Davis,LA23:I-N-,Ballots Cast,,,,320,0,22,2,296
Davis,LA24:I-N-,Ballots Cast,,,,263,0,16,1,246
Davis,LA25:I-N-,Ballots Cast,,,,349,0,29,2,318
Davis,LA26:I-N-,Ballots Cast,,,,143,0,8,2,133
Davis,LA27:I-N-,Ballots Cast,,,,279,0,24,4,251
Davis,LA28:I-N-,Ballots Cast,,,,149,1,14,1,133
Davis,LA29:I-N-,Ballots Cast,,,,265,0,8,3,254
Davis,LA30:I-N-,Ballots Cast,,,,180,0,18,3,159
Davis,LA31:I-N-,Ballots Cast,,,,329,0,22,4,303
Davis,LA32:I-N-,Ballots Cast,,,,378,2,18,1,357
Davis,LA33:I-N-,Ballots Cast,,,,363,1,7,1,354
Davis,LA34:I-N-,Ballots Cast,,,,371,0,29,3,339
Davis,LA35:I-N-,Ballots Cast,,,,270,0,18,1,251
Davis,LA36:I-N-,Ballots Cast,,,,321,0,5,2,314
Davis,LA37:I-N-,Ballots Cast,,,,487,2,17,5,463
Davis,LA38:I-N-,Ballots Cast,,,,499,1,11,2,485
Davis,LA39:I-N-,Ballots Cast,,,,472,0,22,0,450
Davis,LA40:I-N-,Ballots Cast,,,,400,0,16,2,382
Davis,LA41:I-N-,Ballots Cast,,,,498,0,17,1,480
Davis,LA42:I-N-,Ballots Cast,,,,452,0,20,2,430
Davis,LA43:I-N-,Ballots Cast,,,,157,0,7,1,149
Davis,LA44:I-N-,Ballots Cast,,,,330,0,12,2,316
Davis,LA45:I-N-,Ballots Cast,,,,474,0,12,0,462
Davis,LA46:I-N-,Ballots Cast,,,,385,0,18,3,364
Davis,LA47:I-N-,Ballots Cast,,,,382,0,17,0,365
Davis,LA48:I-N-,Ballots Cast,,,,325,0,27,5,293
Davis,LA49:I-N-,Ballots Cast,,,,346,2,10,4,330
Davis,LA50:I-N-,Ballots Cast,,,,252,1,8,3,240
Davis,LA51:I-N-,Ballots Cast,,,,338,3,17,2,316
Davis,LA52:I-N-,Ballots Cast,,,,242,0,10,0,232
Davis,LA53:I-N-,Ballots Cast,,,,377,0,21,2,354
Davis,LA54:I-N-,Ballots Cast,,,,401,0,25,0,376
Davis,LA55:I-N-,Ballots Cast,,,,487,0,14,1,472
Davis,LA56:I-N-,Ballots Cast,,,,444,0,14,2,428
Davis,LA57:I-N-,Ballots Cast,,,,541,0,18,2,521
Davis,LA58:I-N-,Ballots Cast,,,,288,2,11,2,273
Davis,LA59:I-N-,Ballots Cast,,,,409,0,17,2,390
Davis,LA59:U-N-,Ballots Cast,,,,6,0,1,1,4
Davis,LA60:I-N-,Ballots Cast,,,,339,0,12,2,325
Davis,LA60:U-NA,Ballots Cast,,,,0,0,0,0,0
Davis,LA60:U-NB,Ballots Cast,,,,0,0,0,0,0
Davis,LA61:I-N-,Ballots Cast,,,,322,0,19,2,301
Davis,LA61:U-N-,Ballots Cast,,,,13,0,0,0,13
Davis,LA62:I-N-,Ballots Cast,,,,331,0,11,1,319
Davis,LA63:I-N-,Ballots Cast,,,,441,0,27,2,412
Davis,LA64:I-N-,Ballots Cast,,,,481,0,10,2,469
Davis,LA65:I-N-,Ballots Cast,,,,199,0,13,1,185
Davis,LA66:I-N-,Ballots Cast,,,,425,0,20,1,404
Davis,LA67:I-N-,Ballots Cast,,,,478,0,29,1,448
Davis,LA68:I-N-,Ballots Cast,,,,330,0,19,2,309
Davis,LA68:U-N-,Ballots Cast,,,,8,0,2,0,6
Davis,LA69:I-N-,Ballots Cast,,,,452,0,18,1,433
Davis,LA70:I-N-,Ballots Cast,,,,228,0,9,5,214
Davis,LA70:U-N-,Ballots Cast,,,,0,0,0,0,0
Davis,LA70:U-NT,Ballots Cast,,,,97,0,4,0,93
Davis,LA71:I-N-,Ballots Cast,,,,329,0,8,3,318
Davis,LA71:U-NA,Ballots Cast,,,,0,0,0,0,0
Davis,LA71:U-NC,Ballots Cast,,,,0,0,0,0,0
Davis,LA72:I-C-,Ballots Cast,,,,28,0,1,0,27
Davis,LA72:I-N-,Ballots Cast,,,,280,1,13,1,265
Davis,LA72:U-N-,Ballots Cast,,,,8,0,0,0,8
Davis,LA73:I-N-,Ballots Cast,,,,349,1,13,1,334
Davis,LA74:I-C-,Ballots Cast,,,,0,0,0,0,0
Davis,LA74:I-N-,Ballots Cast,,,,440,0,19,3,418
Davis,LA75:I-N-,Ballots Cast,,,,372,0,24,1,347
Davis,LA75:U-N-,Ballots Cast,,,,3,0,0,0,3
Davis,LA76,Ballots Cast,,,,433,0,24,2,407
Davis,LA77:I-N-,Ballots Cast,,,,0,0,0,0,0
Davis,NS01:I-S-,Ballots Cast,,,,391,0,20,3,368
Davis,NS02:I-S-,Ballots Cast,,,,366,1,17,1,347
Davis,NS03:I-S-,Ballots Cast,,,,253,0,20,3,230
Davis,NS04:I-S-,Ballots Cast,,,,381,0,17,4,360
Davis,NS05:I-S-,Ballots Cast,,,,242,0,13,1,228
Davis,NS06:I-S-,Ballots Cast,,,,307,0,20,8,279
Davis,NS07:I-S-,Ballots Cast,,,,312,2,25,2,283
Davis,NS07:IDSA,Ballots Cast,,,,48,1,2,2,43
Davis,NS07,Ballots Cast,,,,8,0,2,1,5
Davis,NS08:I-S-,Ballots Cast,,,,371,0,22,6,343
Davis,NS09:I-S-,Ballots Cast,,,,143,0,22,2,119
Davis,NS10:UDS-,Ballots Cast,,,,335,1,18,2,314
Davis,NS11:IDSB,Ballots Cast,,,,267,0,20,1,246
Davis,NS12:IDS-,Ballots Cast,,,,299,0,22,3,274
Davis,NS13:I-S-,Ballots Cast,,,,411,0,17,4,390
Davis,NS14:I-S-,Ballots Cast,,,,527,2,19,0,506
Davis,NS15:IDS-,Ballots Cast,,,,255,0,16,8,231
Davis,NS16:I-S-,Ballots Cast,,,,396,0,17,2,377
Davis,NS17:I-S-,Ballots Cast,,,,444,1,18,3,422
Davis,NS18:I-S-,Ballots Cast,,,,398,1,20,2,375
Davis,NS19:I-S-,Ballots Cast,,,,481,0,18,8,455
Davis,NS20:I-S-,Ballots Cast,,,,482,0,17,1,464
Davis,SU01:I-N-,Ballots Cast,,,,220,0,19,0,201
Davis,SU02:I-N-,Ballots Cast,,,,369,0,35,6,328
Davis,SU03:I-N-,Ballots Cast,,,,398,1,24,4,369
Davis,SU04:I-N-,Ballots Cast,,,,300,0,22,4,274
Davis,SW01:I---,Ballots Cast,,,,249,0,27,1,221
Davis,SW02:I---,Ballots Cast,,,,471,0,19,3,449
Davis,SW03:IW--,Ballots Cast,,,,281,1,16,3,261
Davis,SW04:IW--,Ballots Cast,,,,452,0,27,5,420
Davis,SW05:IW--,Ballots Cast,,,,402,0,20,2,380
Davis,SW06:IW--,Ballots Cast,,,,614,0,36,3,575
Davis,SW07:I---,Ballots Cast,,,,342,0,17,0,325
Davis,SW08:I---,Ballots Cast,,,,377,1,16,4,356
Davis,SW09:IW--,Ballots Cast,,,,0,0,0,0,0
Davis,SW10:I---,Ballots Cast,,,,38,0,2,0,36
Davis,SW11:U---,Ballots Cast,,,,5,0,0,0,5
Davis,SY01:I-N-,Ballots Cast,,,,321,0,19,1,301
Davis,SY02:I-N-,Ballots Cast,,,,213,0,13,1,199
Davis,SY03:I-N-,Ballots Cast,,,,242,0,8,5,229
Davis,SY04:I-N-,Ballots Cast,,,,255,0,13,3,239
Davis,SY05:I-N-,Ballots Cast,,,,385,0,19,3,363
Davis,SY06:I-N-,Ballots Cast,,,,502,0,24,1,477
Davis,SY07:I-N-,Ballots Cast,,,,445,0,26,0,419
Davis,SY08:I-N-,Ballots Cast,,,,77,0,3,0,74
Davis,SY08:U-N-,Ballots Cast,,,,0,0,0,0,0
Davis,SY09:I-N-,Ballots Cast,,,,251,0,34,2,215
Davis,SY10:I-N-,Ballots Cast,,,,250,1,16,1,232
Davis,SY11:I-N-,Ballots Cast,,,,332,0,21,0,311
Davis,SY12:I-N-,Ballots Cast,,,,420,0,18,1,401
Davis,SY13:I-N-,Ballots Cast,,,,392,1,35,1,355
Davis,SY14:I-N-,Ballots Cast,,,,412,0,20,1,391
Davis,SY15,Ballots Cast,,,,46,0,1,0,45
Davis,SY16:I-N-,Ballots Cast,,,,279,0,16,3,260
Davis,SY17:I-N-,Ballots Cast,,,,204,0,11,4,189
Davis,SY18:I-N-,Ballots Cast,,,,354,0,26,2,326
Davis,SY19:I-N-,Ballots Cast,,,,358,0,27,2,329
Davis,SY20:I-N-,Ballots Cast,,,,443,0,31,3,409
Davis,SY21:I-N-,Ballots Cast,,,,500,0,36,3,461
Davis,SY22:I-N-,Ballots Cast,,,,197,3,9,1,184
Davis,SY23:I-N-,Ballots Cast,,,,89,1,7,2,79
Davis,SY24:I-N-,Ballots Cast,,,,446,0,26,4,416
Davis,SY25:I-N-,Ballots Cast,,,,351,0,38,0,313
Davis,SY26:I-N-,Ballots Cast,,,,336,1,10,2,323
Davis,SY27:I-N-,Ballots Cast,,,,280,0,22,3,255
Davis,SY28:I-N-,Ballots Cast,,,,400,0,31,4,365
Davis,SY29:U-N-,Ballots Cast,,,,0,0,0,0,0
Davis,SY30:I-N-,Ballots Cast,,,,294,1,20,8,265
Davis,SY31:I-N-,Ballots Cast,,,,215,0,5,1,209
Davis,SY32:I-N-,Ballots Cast,,,,291,0,17,4,270
Davis,SY33:I-N-,Ballots Cast,,,,341,2,15,2,322
Davis,SY34:I-N-,Ballots Cast,,,,415,0,20,0,395
Davis,SY35:I---,Ballots Cast,,,,0,0,0,0,0
Davis,SY35:I-N-,Ballots Cast,,,,406,1,28,2,375
Davis,SY36:I-N-,Ballots Cast,,,,362,1,12,2,347
Davis,SY37:I---,Ballots Cast,,,,0,0,0,0,0
Davis,SY37:I-N-,Ballots Cast,,,,54,0,4,0,50
Davis,SY37:U-N-,Ballots Cast,,,,0,0,0,0,0
Davis,SY38:U-N-,Ballots Cast,,,,0,0,0,0,0
Davis,WB01:I-S-,Ballots Cast,,,,435,0,35,3,397
Davis,WB02:I-S-,Ballots Cast,,,,439,1,29,1,408
Davis,WB03:I-S-,Ballots Cast,,,,427,0,39,1,387
Davis,WB04:I-S-,Ballots Cast,,,,539,0,38,4,497
Davis,WB05:I-S-,Ballots Cast,,,,256,0,29,1,226
Davis,WB05:U---,Ballots Cast,,,,3,0,0,0,3
Davis,WB05:U-S-,Ballots Cast,,,,13,0,3,0,10
Davis,WB06:I-S-,Ballots Cast,,,,364,0,39,2,323
Davis,WP01,Ballots Cast,,,,124,0,4,0,120
Davis,WP02:IHN-,Ballots Cast,,,,194,0,16,0,178
Davis,WP03:IHN-,Ballots Cast,,,,173,0,15,3,155
Davis,WP04:I-N-,Ballots Cast,,,,71,0,2,0,69
Davis,WP05:I-N-,Ballots Cast,,,,333,0,17,1,315
Davis,WP06:I-N-,Ballots Cast,,,,283,0,18,2,263
Davis,WP07,Ballots Cast,,,,482,1,34,5,442
Davis,WP08:IHN-,Ballots Cast,,,,216,0,4,0,212
Davis,WP09:I-N-,Ballots Cast,,,,356,0,27,0,329
Davis,WP10:I-N-,Ballots Cast,,,,351,0,24,2,325
Davis,WP11:I-N-,Ballots Cast,,,,416,0,22,1,393
Davis,WP12:I-N-,Ballots Cast,,,,363,1,36,0,326
Davis,WP13:I-N-,Ballots Cast,,,,328,0,32,2,294
Davis,WP14:I-N-,Ballots Cast,,,,274,0,20,3,251
Davis,WP15:I-N-,Ballots Cast,,,,396,0,35,1,360
Davis,WX01:I-S-,Ballots Cast,,,,331,1,14,1,315
Davis,WX02:I-S-,Ballots Cast,,,,373,1,30,3,339
Davis,WX03:I-S-,Ballots Cast,,,,353,0,28,5,320
Davis,WX04:I-S-,Ballots Cast,,,,332,0,18,5,309
Davis,WX04:U-S-,Ballots Cast,,,,4,0,0,0,4
Davis,WX05:I-S-,Ballots Cast,,,,300,1,21,7,271
Davis,WX06:I-S-,Ballots Cast,,,,303,1,28,3,271
Davis,WX07:I-S-,Ballots Cast,,,,322,0,25,1,296
Davis,WX08:I-S-,Ballots Cast,,,,349,0,19,2,328
Davis,WX09:I-S-,Ballots Cast,,,,405,0,21,2,382
Davis,WX10:I-S-,Ballots Cast,,,,359,0,22,1,336
Davis,WX11:I-S-,Ballots Cast,,,,169,0,9,5,155
Davis,WX11:IDS-,Ballots Cast,,,,0,0,0,0,0
Davis,BO01:I-S-,U.S. Senate,,Evan McMullin,UNA,132,,,,
Davis,BO02:I-S-,U.S. Senate,,Evan McMullin,UNA,181,,,,
Davis,BO03:I-S-,U.S. Senate,,Evan McMullin,UNA,151,,,,
Davis,BO04:I-S-,U.S. Senate,,Evan McMullin,UNA,214,,,,
Davis,BO05:I-S-,U.S. Senate,,Evan McMullin,UNA,210,,,,
Davis,BO05:U-S-,U.S. Senate,,Evan McMullin,UNA,0,,,,
Davis,BO06:I-S-,U.S. Senate,,Evan McMullin,UNA,164,,,,
Davis,BO07:I-S-,U.S. Senate,,Evan McMullin,UNA,212,,,,
Davis,BO08:I-S-,U.S. Senate,,Evan McMullin,UNA,257,,,,
Davis,BO09:I-S,U.S. Senate,,Evan McMullin,UNA,195,,,,
Davis,BO10:I-S-,U.S. Senate,,Evan McMullin,UNA,142,,,,
Davis,BO11:I-S-,U.S. Senate,,Evan McMullin,UNA,160,,,,
Davis,BO12:I-S-,U.S. Senate,,Evan McMullin,UNA,197,,,,
Davis,BO13:I-S-,U.S. Senate,,Evan McMullin,UNA,226,,,,
Davis,BO14:I-S-,U.S. Senate,,Evan McMullin,UNA,250,,,,
Davis,BO15:I-S-,U.S. Senate,,Evan McMullin,UNA,221,,,,
Davis,BO16:I-S-,U.S. Senate,,Evan McMullin,UNA,209,,,,
Davis,BO17:I-S-,U.S. Senate,,Evan McMullin,UNA,226,,,,
Davis,BO18:I-S-,U.S. Senate,,Evan McMullin,UNA,188,,,,
Davis,BO19:I-S-,U.S. Senate,,Evan McMullin,UNA,215,,,,
Davis,BO20:I-S-,U.S. Senate,,Evan McMullin,UNA,199,,,,
Davis,BO21:I-S-,U.S. Senate,,Evan McMullin,UNA,243,,,,
Davis,BO22:I-S-,U.S. Senate,,Evan McMullin,UNA,251,,,,
Davis,BO23:I-S-,U.S. Senate,,Evan McMullin,UNA,135,,,,
Davis,BO24:I-S-,U.S. Senate,,Evan McMullin,UNA,199,,,,
Davis,BO25:I-S-,U.S. Senate,,Evan McMullin,UNA,234,,,,
Davis,BO26:I-S-,U.S. Senate,,Evan McMullin,UNA,187,,,,
Davis,BO27:I-S-,U.S. Senate,,Evan McMullin,UNA,148,,,,
Davis,BO28:I-S-,U.S. Senate,,Evan McMullin,UNA,221,,,,
Davis,BO29:I-S,U.S. Senate,,Evan McMullin,UNA,223,,,,
Davis,BO30:I-S-,U.S. Senate,,Evan McMullin,UNA,188,,,,
Davis,BO31:I-S-,U.S. Senate,,Evan McMullin,UNA,209,,,,
Davis,BO32:I-S-,U.S. Senate,,Evan McMullin,UNA,211,,,,
Davis,BO33:IDS-,U.S. Senate,,Evan McMullin,UNA,189,,,,
Davis,BO34:IDS-,U.S. Senate,,Evan McMullin,UNA,216,,,,
Davis,BO35:IDS-,U.S. Senate,,Evan McMullin,UNA,244,,,,
Davis,BO36:I-S-,U.S. Senate,,Evan McMullin,UNA,197,,,,
Davis,BO37:I-S-,U.S. Senate,,Evan McMullin,UNA,241,,,,
Davis,BO38:I-S-,U.S. Senate,,Evan McMullin,UNA,274,,,,
Davis,BO39:I-S-,U.S. Senate,,Evan McMullin,UNA,252,,,,
Davis,BO40:I-S,U.S. Senate,,Evan McMullin,UNA,0,,,,
Davis,BO40:IDS-,U.S. Senate,,Evan McMullin,UNA,245,,,,
Davis,BO41:IDS-,U.S. Senate,,Evan McMullin,UNA,221,,,,
Davis,BO42:I-S-,U.S. Senate,,Evan McMullin,UNA,153,,,,
Davis,BO43,U.S. Senate,,Evan McMullin,UNA,209,,,,
Davis,BO44:I-S-,U.S. Senate,,Evan McMullin,UNA,198,,,,
Davis,CE01:I-S-,U.S. Senate,,Evan McMullin,UNA,232,,,,
