county,precinct,office,district,party,candidate,early_voting,mail,vote_centers,votes
Salt Lake,COT007,U.S. Senate,,REP,Mitt Romney,0,40,0,40
Salt Lake,COT008,U.S. Senate,,REP,Mitt Romney,0,100,4,104
Salt Lake,COT009,U.S. Senate,,REP,Mitt Romney,0,109,5,114
Salt Lake,COT011,U.S. Senate,,REP,Mitt Romney,1,157,2,160
Salt Lake,COT012,U.S. Senate,,REP,Mitt Romney,1,135,3,139
Salt Lake,COT013,U.S. Senate,,REP,Mitt Romney,1,138,5,144
Salt Lake,COT014,U.S. Senate,,REP,Mitt Romney,0,65,1,66
Salt Lake,COT015,U.S. Senate,,REP,Mitt Romney,0,123,3,126
Salt Lake,COT016,U.S. Senate,,REP,Mitt Romney,1,139,2,142
Salt Lake,COT017,U.S. Senate,,REP,Mitt Romney,0,97,3,100
Salt Lake,COT018,U.S. Senate,,REP,Mitt Romney,1,82,2,85
Salt Lake,COT019,U.S. Senate,,REP,Mitt Romney,0,90,6,96
Salt Lake,COT020,U.S. Senate,,REP,Mitt Romney,0,108,6,114
Salt Lake,COT021,U.S. Senate,,REP,Mitt Romney,1,105,1,107
Salt Lake,COT022,U.S. Senate,,REP,Mitt Romney,1,149,2,152
Salt Lake,COT023,U.S. Senate,,REP,Mitt Romney,0,101,2,103
Salt Lake,COT024,U.S. Senate,,REP,Mitt Romney,0,87,2,89
Salt Lake,COT025,U.S. Senate,,REP,Mitt Romney,0,83,3,86
Salt Lake,COT026,U.S. Senate,,REP,Mitt Romney,0,69,1,70
Salt Lake,COT027,U.S. Senate,,REP,Mitt Romney,0,133,3,136
Salt Lake,COT028,U.S. Senate,,REP,Mitt Romney,1,127,3,131
Salt Lake,COT029,U.S. Senate,,REP,Mitt Romney,0,67,7,74
Salt Lake,COT030,U.S. Senate,,REP,Mitt Romney,0,97,3,100
Salt Lake,COT031,U.S. Senate,,REP,Mitt Romney,0,84,0,84
Salt Lake,COT033,U.S. Senate,,REP,Mitt Romney,1,125,9,135
Salt Lake,COT034,U.S. Senate,,REP,Mitt Romney,5,179,7,191
Salt Lake,COT036,U.S. Senate,,REP,Mitt Romney,0,129,3,132
Salt Lake,COT037,U.S. Senate,,REP,Mitt Romney,0,84,1,85
Salt Lake,COT038,U.S. Senate,,REP,Mitt Romney,0,13,0,13
Salt Lake,COT039,U.S. Senate,,REP,Mitt Romney,0,20,1,21
Salt Lake,DRP002,U.S. Senate,,REP,Mitt Romney,1,173,2,176
Salt Lake,DRP003,U.S. Senate,,REP,Mitt Romney,0,203,6,209
Salt Lake,DRP004,U.S. Senate,,REP,Mitt Romney,0,191,7,198
Salt Lake,DRP006,U.S. Senate,,REP,Mitt Romney,0,96,5,101
Salt Lake,DRP007,U.S. Senate,,REP,Mitt Romney,0,71,5,76
Salt Lake,DRP008,U.S. Senate,,REP,Mitt Romney,0,105,2,107
Salt Lake,DRP009,U.S. Senate,,REP,Mitt Romney,0,111,5,116
Salt Lake,DRP010,U.S. Senate,,REP,Mitt Romney,0,181,4,185
Salt Lake,DRP011,U.S. Senate,,REP,Mitt Romney,0,219,5,224
Salt Lake,DRP013,U.S. Senate,,REP,Mitt Romney,0,254,6,260
Salt Lake,DRP015,U.S. Senate,,REP,Mitt Romney,0,323,10,333
Salt Lake,DRP017,U.S. Senate,,REP,Mitt Romney,0,285,4,289
Salt Lake,DRP019,U.S. Senate,,REP,Mitt Romney,2,218,7,227
Salt Lake,DRP020,U.S. Senate,,REP,Mitt Romney,2,228,5,235
Salt Lake,DRP024,U.S. Senate,,REP,Mitt Romney,0,194,9,203
Salt Lake,DRP025,U.S. Senate,,REP,Mitt Romney,0,127,11,138
Salt Lake,DRP027,U.S. Senate,,REP,Mitt Romney,0,151,4,155
Salt Lake,DRP028,U.S. Senate,,REP,Mitt Romney,0,138,3,141
Salt Lake,DRP029,U.S. Senate,,REP,Mitt Romney,0,256,4,260
Salt Lake,DRP030,U.S. Senate,,REP,Mitt Romney,2,117,2,121
Salt Lake,DRP031,U.S. Senate,,REP,Mitt Romney,0,191,6,197
Salt Lake,DRP032,U.S. Senate,,REP,Mitt Romney,0,22,0,22
Salt Lake,EMG001,U.S. Senate,,REP,Mitt Romney,0,76,0,76
Salt Lake,FUR001,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,GNT001,U.S. Senate,,REP,Mitt Romney,0,23,2,25
Salt Lake,GNT004,U.S. Senate,,REP,Mitt Romney,0,70,0,70
Salt Lake,GNT006,U.S. Senate,,REP,Mitt Romney,1,74,0,75
Salt Lake,GSL001,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,HER001,U.S. Senate,,REP,Mitt Romney,0,187,10,197
Salt Lake,HER002,U.S. Senate,,REP,Mitt Romney,0,202,7,209
Salt Lake,HER003,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,HER004,U.S. Senate,,REP,Mitt Romney,0,158,6,164
Salt Lake,HER005,U.S. Senate,,REP,Mitt Romney,0,189,7,196
Salt Lake,HER006,U.S. Senate,,REP,Mitt Romney,0,127,1,128
Salt Lake,HER007,U.S. Senate,,REP,Mitt Romney,0,61,7,68
Salt Lake,HER008,U.S. Senate,,REP,Mitt Romney,0,133,2,135
Salt Lake,HER009,U.S. Senate,,REP,Mitt Romney,0,108,3,111
Salt Lake,HER010,U.S. Senate,,REP,Mitt Romney,0,149,1,150
Salt Lake,HER011,U.S. Senate,,REP,Mitt Romney,0,58,4,62
Salt Lake,HER012,U.S. Senate,,REP,Mitt Romney,0,150,5,155
Salt Lake,HER013,U.S. Senate,,REP,Mitt Romney,2,225,10,237
Salt Lake,HER014,U.S. Senate,,REP,Mitt Romney,0,255,19,274
Salt Lake,HER015,U.S. Senate,,REP,Mitt Romney,0,114,7,121
Salt Lake,HER016,U.S. Senate,,REP,Mitt Romney,0,9,0,9
Salt Lake,HER017,U.S. Senate,,REP,Mitt Romney,0,164,1,165
Salt Lake,HER018,U.S. Senate,,REP,Mitt Romney,0,32,3,35
Salt Lake,HER019,U.S. Senate,,REP,Mitt Romney,0,169,8,177
Salt Lake,HER020,U.S. Senate,,REP,Mitt Romney,0,78,3,81
Salt Lake,HER022,U.S. Senate,,REP,Mitt Romney,0,44,3,47
Salt Lake,HER024,U.S. Senate,,REP,Mitt Romney,0,51,2,53
Salt Lake,HER025,U.S. Senate,,REP,Mitt Romney,0,10,0,10
Salt Lake,HOL001,U.S. Senate,,REP,Mitt Romney,0,169,6,175
Salt Lake,HOL003,U.S. Senate,,REP,Mitt Romney,0,139,0,139
Salt Lake,HOL004,U.S. Senate,,REP,Mitt Romney,1,113,0,114
Salt Lake,HOL005,U.S. Senate,,REP,Mitt Romney,0,87,1,88
Salt Lake,HOL006,U.S. Senate,,REP,Mitt Romney,0,207,6,213
Salt Lake,HOL007,U.S. Senate,,REP,Mitt Romney,0,164,8,172
Salt Lake,HOL008,U.S. Senate,,REP,Mitt Romney,1,126,2,129
Salt Lake,HOL009,U.S. Senate,,REP,Mitt Romney,0,83,3,86
Salt Lake,HOL010,U.S. Senate,,REP,Mitt Romney,0,126,6,132
Salt Lake,HOL011,U.S. Senate,,REP,Mitt Romney,0,172,3,175
Salt Lake,HOL012,U.S. Senate,,REP,Mitt Romney,0,108,3,111
Salt Lake,HOL013,U.S. Senate,,REP,Mitt Romney,0,95,5,100
Salt Lake,HOL015,U.S. Senate,,REP,Mitt Romney,0,84,3,87
Salt Lake,HOL016,U.S. Senate,,REP,Mitt Romney,0,72,1,73
Salt Lake,HOL017,U.S. Senate,,REP,Mitt Romney,0,54,3,57
Salt Lake,HOL018,U.S. Senate,,REP,Mitt Romney,0,128,4,132
Salt Lake,HOL019,U.S. Senate,,REP,Mitt Romney,0,175,8,183
Salt Lake,HOL021,U.S. Senate,,REP,Mitt Romney,1,182,5,188
Salt Lake,HOL022,U.S. Senate,,REP,Mitt Romney,0,70,2,72
Salt Lake,HOL023,U.S. Senate,,REP,Mitt Romney,0,161,2,163
Salt Lake,HOL024,U.S. Senate,,REP,Mitt Romney,2,189,5,196
Salt Lake,HOL025,U.S. Senate,,REP,Mitt Romney,0,68,0,68
Salt Lake,HOL026,U.S. Senate,,REP,Mitt Romney,0,97,0,97
Salt Lake,HOL027,U.S. Senate,,REP,Mitt Romney,0,15,1,16
Salt Lake,HOL028,U.S. Senate,,REP,Mitt Romney,0,182,8,190
Salt Lake,HOL030,U.S. Senate,,REP,Mitt Romney,0,51,4,55
Salt Lake,HOL031,U.S. Senate,,REP,Mitt Romney,1,76,1,78
Salt Lake,HOL032,U.S. Senate,,REP,Mitt Romney,0,101,1,102
Salt Lake,HOL033,U.S. Senate,,REP,Mitt Romney,0,115,2,117
Salt Lake,HOL034,U.S. Senate,,REP,Mitt Romney,0,128,1,129
Salt Lake,HOL035,U.S. Senate,,REP,Mitt Romney,0,98,2,100
Salt Lake,KRN001,U.S. Senate,,REP,Mitt Romney,1,68,2,71
Salt Lake,KRN002,U.S. Senate,,REP,Mitt Romney,0,16,0,16
Salt Lake,KRN003,U.S. Senate,,REP,Mitt Romney,0,20,0,20
Salt Lake,KRN004,U.S. Senate,,REP,Mitt Romney,0,102,2,104
Salt Lake,KRN005,U.S. Senate,,REP,Mitt Romney,0,81,3,84
Salt Lake,KRN006,U.S. Senate,,REP,Mitt Romney,0,74,2,76
Salt Lake,KRN007,U.S. Senate,,REP,Mitt Romney,0,11,0,11
Salt Lake,KRN008,U.S. Senate,,REP,Mitt Romney,0,23,0,23
Salt Lake,KRN009,U.S. Senate,,REP,Mitt Romney,0,8,0,8
Salt Lake,KRN010,U.S. Senate,,REP,Mitt Romney,1,41,0,42
Salt Lake,KRN011,U.S. Senate,,REP,Mitt Romney,0,76,0,76
Salt Lake,KRN012,U.S. Senate,,REP,Mitt Romney,0,28,1,29
Salt Lake,KRN013,U.S. Senate,,REP,Mitt Romney,0,105,1,106
Salt Lake,KRN014,U.S. Senate,,REP,Mitt Romney,0,3,0,3
Salt Lake,KRN015,U.S. Senate,,REP,Mitt Romney,0,69,1,70
Salt Lake,KRN016,U.S. Senate,,REP,Mitt Romney,0,56,0,56
Salt Lake,KRN017,U.S. Senate,,REP,Mitt Romney,1,76,4,81
Salt Lake,KRN018,U.S. Senate,,REP,Mitt Romney,0,83,4,87
Salt Lake,KRN019,U.S. Senate,,REP,Mitt Romney,0,91,5,96
Salt Lake,KRN020,U.S. Senate,,REP,Mitt Romney,0,26,0,26
Salt Lake,KRN021,U.S. Senate,,REP,Mitt Romney,0,24,1,25
Salt Lake,LTC001,U.S. Senate,,REP,Mitt Romney,0,4,0,4
Salt Lake,LTC003,U.S. Senate,,REP,Mitt Romney,0,5,0,5
Salt Lake,MAG001,U.S. Senate,,REP,Mitt Romney,0,55,2,57
Salt Lake,MAG003,U.S. Senate,,REP,Mitt Romney,0,40,4,44
Salt Lake,MAG004,U.S. Senate,,REP,Mitt Romney,0,51,2,53
Salt Lake,MAG005,U.S. Senate,,REP,Mitt Romney,0,63,3,66
Salt Lake,MAG006,U.S. Senate,,REP,Mitt Romney,0,58,1,59
Salt Lake,MAG007,U.S. Senate,,REP,Mitt Romney,0,69,1,70
Salt Lake,MAG009,U.S. Senate,,REP,Mitt Romney,0,54,2,56
Salt Lake,MAG010,U.S. Senate,,REP,Mitt Romney,0,58,1,59
Salt Lake,MAG011,U.S. Senate,,REP,Mitt Romney,0,87,3,90
Salt Lake,MAG012,U.S. Senate,,REP,Mitt Romney,0,72,1,73
Salt Lake,MAG013,U.S. Senate,,REP,Mitt Romney,0,66,1,67
Salt Lake,MAG014,U.S. Senate,,REP,Mitt Romney,0,85,0,85
Salt Lake,MAG015,U.S. Senate,,REP,Mitt Romney,1,75,2,78
Salt Lake,MAG016,U.S. Senate,,REP,Mitt Romney,0,70,1,71
Salt Lake,MAG901,U.S. Senate,,REP,Mitt Romney,0,0,1,1
Salt Lake,MID001,U.S. Senate,,REP,Mitt Romney,0,82,4,86
Salt Lake,MID002,U.S. Senate,,REP,Mitt Romney,0,71,2,73
Salt Lake,MID003,U.S. Senate,,REP,Mitt Romney,0,80,5,85
Salt Lake,MID005,U.S. Senate,,REP,Mitt Romney,0,141,5,146
Salt Lake,MID006,U.S. Senate,,REP,Mitt Romney,0,102,4,106
Salt Lake,MID009,U.S. Senate,,REP,Mitt Romney,0,15,2,17
Salt Lake,MID010,U.S. Senate,,REP,Mitt Romney,0,40,1,41
Salt Lake,MID011,U.S. Senate,,REP,Mitt Romney,0,132,7,139
Salt Lake,MID013,U.S. Senate,,REP,Mitt Romney,0,64,1,65
Salt Lake,MID014,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,MID015,U.S. Senate,,REP,Mitt Romney,0,97,5,102
Salt Lake,MID016,U.S. Senate,,REP,Mitt Romney,0,60,2,62
Salt Lake,MID017,U.S. Senate,,REP,Mitt Romney,0,43,3,46
Salt Lake,MID019,U.S. Senate,,REP,Mitt Romney,0,50,1,51
Salt Lake,MID022,U.S. Senate,,REP,Mitt Romney,0,157,4,161
Salt Lake,MID024,U.S. Senate,,REP,Mitt Romney,2,103,5,110
Salt Lake,MID025,U.S. Senate,,REP,Mitt Romney,0,21,2,23
Salt Lake,MID027,U.S. Senate,,REP,Mitt Romney,0,46,3,49
Salt Lake,MID028,U.S. Senate,,REP,Mitt Romney,0,57,3,60
Salt Lake,MID029,U.S. Senate,,REP,Mitt Romney,0,57,3,60
Salt Lake,MID030,U.S. Senate,,REP,Mitt Romney,0,47,1,48
Salt Lake,MID032,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,MIL001,U.S. Senate,,REP,Mitt Romney,0,73,7,80
Salt Lake,MIL002,U.S. Senate,,REP,Mitt Romney,0,90,1,91
Salt Lake,MIL003,U.S. Senate,,REP,Mitt Romney,0,63,5,68
Salt Lake,MIL004,U.S. Senate,,REP,Mitt Romney,0,93,6,99
Salt Lake,MIL005,U.S. Senate,,REP,Mitt Romney,0,41,2,43
Salt Lake,MIL006,U.S. Senate,,REP,Mitt Romney,0,72,1,73
Salt Lake,MIL007,U.S. Senate,,REP,Mitt Romney,0,8,1,9
Salt Lake,MIL008,U.S. Senate,,REP,Mitt Romney,0,5,2,7
Salt Lake,MIL009,U.S. Senate,,REP,Mitt Romney,0,32,1,33
Salt Lake,MIL010,U.S. Senate,,REP,Mitt Romney,1,35,4,40
Salt Lake,MIL011,U.S. Senate,,REP,Mitt Romney,1,81,3,85
Salt Lake,MIL012,U.S. Senate,,REP,Mitt Romney,0,64,1,65
Salt Lake,MIL013,U.S. Senate,,REP,Mitt Romney,0,78,1,79
Salt Lake,MIL014,U.S. Senate,,REP,Mitt Romney,0,101,0,101
Salt Lake,MIL015,U.S. Senate,,REP,Mitt Romney,0,78,4,82
Salt Lake,MIL016,U.S. Senate,,REP,Mitt Romney,0,197,4,201
Salt Lake,MIL017,U.S. Senate,,REP,Mitt Romney,0,34,5,39
Salt Lake,MIL018,U.S. Senate,,REP,Mitt Romney,0,161,1,162
Salt Lake,MIL019,U.S. Senate,,REP,Mitt Romney,0,130,3,133
Salt Lake,MIL020,U.S. Senate,,REP,Mitt Romney,0,46,2,48
Salt Lake,MIL021,U.S. Senate,,REP,Mitt Romney,0,111,1,112
Salt Lake,MIL022,U.S. Senate,,REP,Mitt Romney,0,139,4,143
Salt Lake,MIL023,U.S. Senate,,REP,Mitt Romney,0,133,9,142
Salt Lake,MIL024,U.S. Senate,,REP,Mitt Romney,2,131,3,136
Salt Lake,MIL025,U.S. Senate,,REP,Mitt Romney,0,86,2,88
Salt Lake,MIL026,U.S. Senate,,REP,Mitt Romney,0,94,3,97
Salt Lake,MIL027,U.S. Senate,,REP,Mitt Romney,0,218,2,220
Salt Lake,MIL028,U.S. Senate,,REP,Mitt Romney,0,200,3,203
Salt Lake,MIL029,U.S. Senate,,REP,Mitt Romney,0,87,1,88
Salt Lake,MIL030,U.S. Senate,,REP,Mitt Romney,0,121,3,124
Salt Lake,MIL031,U.S. Senate,,REP,Mitt Romney,0,153,4,157
Salt Lake,MIL032,U.S. Senate,,REP,Mitt Romney,0,148,2,150
Salt Lake,MIL033,U.S. Senate,,REP,Mitt Romney,0,166,9,175
Salt Lake,MIL034,U.S. Senate,,REP,Mitt Romney,1,185,6,192
Salt Lake,MIL035,U.S. Senate,,REP,Mitt Romney,0,155,9,164
Salt Lake,MIL036,U.S. Senate,,REP,Mitt Romney,0,232,7,239
Salt Lake,MIL037,U.S. Senate,,REP,Mitt Romney,0,117,3,120
Salt Lake,MIL038,U.S. Senate,,REP,Mitt Romney,1,53,6,60
Salt Lake,MIL039,U.S. Senate,,REP,Mitt Romney,2,131,4,137
Salt Lake,MIL040,U.S. Senate,,REP,Mitt Romney,0,108,2,110
Salt Lake,MIL041,U.S. Senate,,REP,Mitt Romney,0,75,1,76
Salt Lake,MIL042,U.S. Senate,,REP,Mitt Romney,0,115,2,117
Salt Lake,MIL043,U.S. Senate,,REP,Mitt Romney,0,109,3,112
Salt Lake,MIL044,U.S. Senate,,REP,Mitt Romney,0,50,2,52
Salt Lake,MIL045,U.S. Senate,,REP,Mitt Romney,0,84,3,87
Salt Lake,MOL009,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,MUR001,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,MUR002,U.S. Senate,,REP,Mitt Romney,0,47,0,47
Salt Lake,MUR003,U.S. Senate,,REP,Mitt Romney,0,35,0,35
Salt Lake,MUR004,U.S. Senate,,REP,Mitt Romney,3,82,6,91
Salt Lake,MUR005,U.S. Senate,,REP,Mitt Romney,0,54,3,57
Salt Lake,MUR006,U.S. Senate,,REP,Mitt Romney,0,1,0,1
Salt Lake,MUR007,U.S. Senate,,REP,Mitt Romney,2,108,2,112
Salt Lake,MUR008,U.S. Senate,,REP,Mitt Romney,0,140,0,140
Salt Lake,MUR009,U.S. Senate,,REP,Mitt Romney,0,33,1,34
Salt Lake,MUR010,U.S. Senate,,REP,Mitt Romney,0,5,0,5
Salt Lake,MUR011,U.S. Senate,,REP,Mitt Romney,0,90,6,96
Salt Lake,MUR012,U.S. Senate,,REP,Mitt Romney,0,120,2,122
Salt Lake,MUR013,U.S. Senate,,REP,Mitt Romney,0,22,1,23
Salt Lake,MUR014,U.S. Senate,,REP,Mitt Romney,0,114,1,115
Salt Lake,MUR015,U.S. Senate,,REP,Mitt Romney,1,48,1,50
Salt Lake,MUR016,U.S. Senate,,REP,Mitt Romney,0,120,2,122
Salt Lake,MUR017,U.S. Senate,,REP,Mitt Romney,0,45,0,45
Salt Lake,MUR018,U.S. Senate,,REP,Mitt Romney,0,150,3,153
Salt Lake,MUR019,U.S. Senate,,REP,Mitt Romney,0,64,1,65
Salt Lake,MUR020,U.S. Senate,,REP,Mitt Romney,0,135,2,137
Salt Lake,MUR021,U.S. Senate,,REP,Mitt Romney,1,102,5,108
Salt Lake,MUR022,U.S. Senate,,REP,Mitt Romney,0,16,0,16
Salt Lake,MUR023,U.S. Senate,,REP,Mitt Romney,0,78,6,84
Salt Lake,MUR024,U.S. Senate,,REP,Mitt Romney,0,78,2,80
Salt Lake,MUR025,U.S. Senate,,REP,Mitt Romney,1,59,0,60
Salt Lake,MUR027,U.S. Senate,,REP,Mitt Romney,2,137,3,142
Salt Lake,MUR029,U.S. Senate,,REP,Mitt Romney,0,231,5,236
Salt Lake,MUR030,U.S. Senate,,REP,Mitt Romney,0,65,1,66
Salt Lake,MUR031,U.S. Senate,,REP,Mitt Romney,0,120,2,122
Salt Lake,MUR032,U.S. Senate,,REP,Mitt Romney,2,62,0,64
Salt Lake,MUR033,U.S. Senate,,REP,Mitt Romney,0,85,1,86
Salt Lake,MUR034,U.S. Senate,,REP,Mitt Romney,0,99,2,101
Salt Lake,MUR035,U.S. Senate,,REP,Mitt Romney,0,65,0,65
Salt Lake,MUR036,U.S. Senate,,REP,Mitt Romney,0,220,2,222
Salt Lake,MUR037,U.S. Senate,,REP,Mitt Romney,0,102,1,103
Salt Lake,MUR038,U.S. Senate,,REP,Mitt Romney,0,90,2,92
Salt Lake,MUR039,U.S. Senate,,REP,Mitt Romney,1,125,3,129
Salt Lake,MUR040,U.S. Senate,,REP,Mitt Romney,0,8,0,8
Salt Lake,MUR041,U.S. Senate,,REP,Mitt Romney,1,85,3,89
Salt Lake,MUR042,U.S. Senate,,REP,Mitt Romney,0,170,1,171
Salt Lake,MUR043,U.S. Senate,,REP,Mitt Romney,0,230,6,236
Salt Lake,MUR044,U.S. Senate,,REP,Mitt Romney,0,23,1,24
Salt Lake,MUR045,U.S. Senate,,REP,Mitt Romney,0,4,0,4
Salt Lake,MUR046,U.S. Senate,,REP,Mitt Romney,0,60,0,60
Salt Lake,MUR047,U.S. Senate,,REP,Mitt Romney,0,56,4,60
Salt Lake,MUR048,U.S. Senate,,REP,Mitt Romney,0,7,0,7
Salt Lake,MUR049,U.S. Senate,,REP,Mitt Romney,0,88,4,92
Salt Lake,MUR050,U.S. Senate,,REP,Mitt Romney,0,86,0,86
Salt Lake,MUR051,U.S. Senate,,REP,Mitt Romney,0,10,0,10
Salt Lake,MUR052,U.S. Senate,,REP,Mitt Romney,0,4,0,4
Salt Lake,MUR053,U.S. Senate,,REP,Mitt Romney,0,6,0,6
Salt Lake,NJC001,U.S. Senate,,REP,Mitt Romney,0,2,0,2
Salt Lake,PCN001,U.S. Senate,,REP,Mitt Romney,0,0,0,0
Salt Lake,RIV001,U.S. Senate,,REP,Mitt Romney,0,250,2,252
Salt Lake,RIV002,U.S. Senate,,REP,Mitt Romney,0,101,5,106
Salt Lake,RIV003,U.S. Senate,,REP,Mitt Romney,0,229,7,236
Salt Lake,RIV004,U.S. Senate,,REP,Mitt Romney,0,194,4,198
Salt Lake,RIV005,U.S. Senate,,REP,Mitt Romney,0,148,3,151
Salt Lake,RIV006,U.S. Senate,,REP,Mitt Romney,0,18,0,18
Salt Lake,RIV007,U.S. Senate,,REP,Mitt Romney,0,89,1,90
Salt Lake,RIV008,U.S. Senate,,REP,Mitt Romney,0,219,5,224
Salt Lake,RIV009,U.S. Senate,,REP,Mitt Romney,0,148,3,151
Salt Lake,RIV010,U.S. Senate,,REP,Mitt Romney,0,203,12,215
Salt Lake,RIV011,U.S. Senate,,REP,Mitt Romney,0,56,4,60
Salt Lake,RIV012,U.S. Senate,,REP,Mitt Romney,0,128,2,130
Salt Lake,RIV013,U.S. Senate,,REP,Mitt Romney,0,51,2,53
Salt Lake,RIV015,U.S. Senate,,REP,Mitt Romney,1,255,4,260
Salt Lake,RIV016,U.S. Senate,,REP,Mitt Romney,3,240,6,249
Salt Lake,RIV017,U.S. Senate,,REP,Mitt Romney,0,164,5,169
Salt Lake,RIV018,U.S. Senate,,REP,Mitt Romney,0,76,0,76
Salt Lake,RIV019,U.S. Senate,,REP,Mitt Romney,0,191,11,202
Salt Lake,RIV020,U.S. Senate,,REP,Mitt Romney,0,158,2,160
Salt Lake,RIV021,U.S. Senate,,REP,Mitt Romney,0,185,3,188
Salt Lake,RIV022,U.S. Senate,,REP,Mitt Romney,0,147,4,151
Salt Lake,RIV023,U.S. Senate,,REP,Mitt Romney,0,135,3,138
Salt Lake,RIV024,U.S. Senate,,REP,Mitt Romney,0,97,1,98
Salt Lake,RIV025,U.S. Senate,,REP,Mitt Romney,0,298,7,305
Salt Lake,RIV026,U.S. Senate,,REP,Mitt Romney,2,213,3,218
Salt Lake,RIV027,U.S. Senate,,REP,Mitt Romney,0,161,3,164
Salt Lake,RIV028,U.S. Senate,,REP,Mitt Romney,0,68,3,71
Salt Lake,RIV029,U.S. Senate,,REP,Mitt Romney,1,128,3,132
Salt Lake,RIV030,U.S. Senate,,REP,Mitt Romney,0,67,3,70
Salt Lake,RIV031,U.S. Senate,,REP,Mitt Romney,2,198,1,201
Salt Lake,SAN001,U.S. Senate,,REP,Mitt Romney,0,98,1,99
Salt Lake,SAN002,U.S. Senate,,REP,Mitt Romney,1,41,1,43
Salt Lake,SAN003,U.S. Senate,,REP,Mitt Romney,1,19,0,20
Salt Lake,SAN004,U.S. Senate,,REP,Mitt Romney,0,59,1,60
Salt Lake,SAN005,U.S. Senate,,REP,Mitt Romney,0,144,4,148
Salt Lake,SAN006,U.S. Senate,,REP,Mitt Romney,0,27,2,29
Salt Lake,SAN007,U.S. Senate,,REP,Mitt Romney,2,15,1,18
Salt Lake,SAN009,U.S. Senate,,REP,Mitt Romney,0,196,6,202
Salt Lake,SAN010,U.S. Senate,,REP,Mitt Romney,0,31,3,34
Salt Lake,SAN011,U.S. Senate,,REP,Mitt Romney,2,158,0,160
Salt Lake,SAN012,U.S. Senate,,REP,Mitt Romney,2,106,0,108
Salt Lake,SAN013,U.S. Senate,,REP,Mitt Romney,0,91,0,91
Salt Lake,SAN014,U.S. Senate,,REP,Mitt Romney,0,86,1,87
Salt Lake,SAN015,U.S. Senate,,REP,Mitt Romney,0,107,1,108
Salt Lake,SAN016,U.S. Senate,,REP,Mitt Romney,0,42,0,42
Salt Lake,SAN018,U.S. Senate,,REP,Mitt Romney,2,111,5,118
Salt Lake,SAN019,U.S. Senate,,REP,Mitt Romney,0,80,1,81
Salt Lake,SAN020,U.S. Senate,,REP,Mitt Romney,0,17,0,17
Salt Lake,SAN021,U.S. Senate,,REP,Mitt Romney,0,68,1,69
Salt Lake,SAN022,U.S. Senate,,REP,Mitt Romney,0,237,2,239
Salt Lake,SAN024,U.S. Senate,,REP,Mitt Romney,1,151,6,158
Salt Lake,SAN026,U.S. Senate,,REP,Mitt Romney,0,155,9,164
Salt Lake,SAN027,U.S. Senate,,REP,Mitt Romney,0,216,2,218
Salt Lake,SAN029,U.S. Senate,,REP,Mitt Romney,0,153,2,155
Salt Lake,SAN030,U.S. Senate,,REP,Mitt Romney,0,148,0,148
Salt Lake,SAN031,U.S. Senate,,REP,Mitt Romney,0,134,0,134
Salt Lake,SAN032,U.S. Senate,,REP,Mitt Romney,0,133,3,136
Salt Lake,SAN033,U.S. Senate,,REP,Mitt Romney,0,205,7,212
Salt Lake,SAN034,U.S. Senate,,REP,Mitt Romney,0,105,2,107
Salt Lake,SAN035,U.S. Senate,,REP,Mitt Romney,0,66,1,67
Salt Lake,SAN036,U.S. Senate,,REP,Mitt Romney,0,95,1,96
Salt Lake,SAN038,U.S. Senate,,REP,Mitt Romney,1,212,5,218
Salt Lake,SAN039,U.S. Senate,,REP,Mitt Romney,0,69,4,73
Salt Lake,SAN040,U.S. Senate,,REP,Mitt Romney,0,26,0,26
Salt Lake,SAN041,U.S. Senate,,REP,Mitt Romney,0,71,4,75
Salt Lake,SAN042,U.S. Senate,,REP,Mitt Romney,0,107,2,109
Salt Lake,SAN043,U.S. Senate,,REP,Mitt Romney,0,119,3,122
Salt Lake,SAN044,U.S. Senate,,REP,Mitt Romney,0,132,6,138
Salt Lake,SAN045,U.S. Senate,,REP,Mitt Romney,0,148,6,154
Salt Lake,SAN048,U.S. Senate,,REP,Mitt Romney,0,108,5,113
Salt Lake,SAN049,U.S. Senate,,REP,Mitt Romney,0,107,5,112
Salt Lake,SAN050,U.S. Senate,,REP,Mitt Romney,0,159,7,166
Salt Lake,SAN051,U.S. Senate,,REP,Mitt Romney,0,100,5,105
Salt Lake,SAN052,U.S. Senate,,REP,Mitt Romney,0,26,1,27
Salt Lake,SAN053,U.S. Senate,,REP,Mitt Romney,0,126,5,131
Salt Lake,SAN054,U.S. Senate,,REP,Mitt Romney,0,92,3,95
Salt Lake,SAN055,U.S. Senate,,REP,Mitt Romney,1,88,2,91
Salt Lake,SAN056,U.S. Senate,,REP,Mitt Romney,0,145,6,151
Salt Lake,SAN057,U.S. Senate,,REP,Mitt Romney,0,204,7,211
Salt Lake,SAN058,U.S. Senate,,REP,Mitt Romney,0,147,7,154
