county,precinct,office,district,party,candidate,mail,early_voting,election_day,provisional,votes,
Davis,Centerville 11,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Centerville 12,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Clearfield 01,U.S. House,1,DEM,Kurt Weiland,,,,,15,
Davis,Clearfield 02,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,Clearfield 03,U.S. House,1,DEM,Kurt Weiland,,,,,3,
Davis,Clearfield 04,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Clearfield 05,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Clearfield 06,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Clearfield 07,U.S. House,1,DEM,Kurt Weiland,,,,,11,
Davis,Clearfield 08,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,Clearfield 09,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,Clearfield 10,U.S. House,1,DEM,Kurt Weiland,,,,,15,
Davis,Clearfield 11,U.S. House,1,DEM,Kurt Weiland,,,,,16,
Davis,Clearfield 12,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Clearfield 13,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Clearfield 14,U.S. House,1,DEM,Kurt Weiland,,,,,1,
Davis,Clearfield 15,U.S. House,1,DEM,Kurt Weiland,,,,,1,
Davis,Clearfield 16,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Clearfield 17,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,Clinton 01,U.S. House,1,DEM,Kurt Weiland,,,,,27,
Davis,Clinton 02,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Clinton 03,U.S. House,1,DEM,Kurt Weiland,,,,,10,
Davis,Clinton 04,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Clinton 05,U.S. House,1,DEM,Kurt Weiland,,,,,2,
Davis,Clinton 06,U.S. House,1,DEM,Kurt Weiland,,,,,10,
Davis,Clinton 07,U.S. House,1,DEM,Kurt Weiland,,,,,10,
Davis,Clinton 08,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,Clinton 09,U.S. House,1,DEM,Kurt Weiland,,,,,16,
Davis,Clinton 10,U.S. House,1,DEM,Kurt Weiland,,,,,2,
Davis,Clinton 11,U.S. House,1,DEM,Kurt Weiland,,,,,16,
Davis,Clinton 12,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Clinton 13,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Farmington 01,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 02,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 03,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 04,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 05,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 06,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 07,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 08,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 09,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 10,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 11,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 12,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 13,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 14,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 15,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Farmington 16,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Fruit Heights 01,U.S. House,1,DEM,Kurt Weiland,,,,,2,
Davis,Fruit Heights 02,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,Fruit Heights 03,U.S. House,1,DEM,Kurt Weiland,,,,,15,
Davis,Fruit Heights 04,U.S. House,1,DEM,Kurt Weiland,,,,,4,
Davis,Fruit Heights 05,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Hill A.F.B. 01,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Hill A.F.B. 02,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Hill A.F.B. 03,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Kaysville 01,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Kaysville 02,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,Kaysville 03,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,Kaysville 04,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Kaysville 05,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Kaysville 06,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Kaysville 07,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Kaysville 08,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Kaysville 09,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Kaysville 10,U.S. House,1,DEM,Kurt Weiland,,,,,11,
Davis,Kaysville 11,U.S. House,1,DEM,Kurt Weiland,,,,,3,
Davis,Kaysville 12,U.S. House,1,DEM,Kurt Weiland,,,,,2,
Davis,Kaysville 13,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Kaysville 14,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,Kaysville 15,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Kaysville 16,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Kaysville 17,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Kaysville 18,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Kaysville 19,U.S. House,1,DEM,Kurt Weiland,,,,,4,
Davis,Kaysville 20,U.S. House,1,DEM,Kurt Weiland,,,,,4,
Davis,Kaysville 21,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Kaysville 22,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Layton 01,U.S. House,1,DEM,Kurt Weiland,,,,,2,
Davis,Layton 02,U.S. House,1,DEM,Kurt Weiland,,,,,13,
Davis,Layton 03,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Layton 04,U.S. House,1,DEM,Kurt Weiland,,,,,10,
Davis,Layton 05,U.S. House,1,DEM,Kurt Weiland,,,,,15,
Davis,Layton 06,U.S. House,1,DEM,Kurt Weiland,,,,,17,
Davis,Layton 07,U.S. House,1,DEM,Kurt Weiland,,,,,13,
Davis,Layton 08,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Layton 09,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Layton 10,U.S. House,1,DEM,Kurt Weiland,,,,,21,
Davis,Layton 11,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,Layton 12,U.S. House,1,DEM,Kurt Weiland,,,,,26,
Davis,Layton 13,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Layton 14,U.S. House,1,DEM,Kurt Weiland,,,,,13,
Davis,Layton 15,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,Layton 16,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Layton 17,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Layton 18,U.S. House,1,DEM,Kurt Weiland,,,,,11,
Davis,Layton 19,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Layton 20,U.S. House,1,DEM,Kurt Weiland,,,,,19,
Davis,Layton 21,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,Layton 22,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,Layton 23,U.S. House,1,DEM,Kurt Weiland,,,,,21,
Davis,Layton 24,U.S. House,1,DEM,Kurt Weiland,,,,,17,
Davis,Layton 25,U.S. House,1,DEM,Kurt Weiland,,,,,4,
Davis,Layton 26,U.S. House,1,DEM,Kurt Weiland,,,,,4,
Davis,Layton 27,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Layton 28,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,Layton 29,U.S. House,1,DEM,Kurt Weiland,,,,,3,
Davis,Layton 30,U.S. House,1,DEM,Kurt Weiland,,,,,10,
Davis,Layton 31,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,Layton 32,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,Layton 33,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,Layton 34,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Layton 35,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Layton 36,U.S. House,1,DEM,Kurt Weiland,,,,,13,
Davis,Layton 37,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Layton 38,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Layton 39,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,Layton 40,U.S. House,1,DEM,Kurt Weiland,,,,,11,
Davis,Layton 41,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Layton 42,U.S. House,1,DEM,Kurt Weiland,,,,,17,
Davis,Layton 43,U.S. House,1,DEM,Kurt Weiland,,,,,20,
Davis,Layton 44,U.S. House,1,DEM,Kurt Weiland,,,,,11,
Davis,Layton 45,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Layton 46,U.S. House,1,DEM,Kurt Weiland,,,,,1,
Davis,Layton 47,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,No. Salt Lake 01,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 02,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 03,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 04,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 05,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 06,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 07,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 08,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 09,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 10,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,No. Salt Lake 11,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Sunset 01,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Sunset 02,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Sunset 03,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,South Weber 01,U.S. House,1,DEM,Kurt Weiland,,,,,25,
Davis,South Weber 02,U.S. House,1,DEM,Kurt Weiland,,,,,17,
Davis,South Weber 03,U.S. House,1,DEM,Kurt Weiland,,,,,24,
Davis,South Weber 04,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Syracuse 01,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Syracuse 02,U.S. House,1,DEM,Kurt Weiland,,,,,3,
Davis,Syracuse 03,U.S. House,1,DEM,Kurt Weiland,,,,,3,
Davis,Syracuse 04,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Syracuse 05,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Syracuse 06,U.S. House,1,DEM,Kurt Weiland,,,,,2,
Davis,Syracuse 07,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,Syracuse 08,U.S. House,1,DEM,Kurt Weiland,,,,,10,
Davis,Syracuse 09,U.S. House,1,DEM,Kurt Weiland,,,,,2,
Davis,Syracuse 10,U.S. House,1,DEM,Kurt Weiland,,,,,10,
Davis,Syracuse 11,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Syracuse 12,U.S. House,1,DEM,Kurt Weiland,,,,,12,
Davis,Syracuse 13,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,Syracuse 14,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Syracuse 15,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Syracuse 16,U.S. House,1,DEM,Kurt Weiland,,,,,6,
Davis,Syracuse 17,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,Syracuse 18,U.S. House,1,DEM,Kurt Weiland,,,,,7,
Davis,Syracuse 19,U.S. House,1,DEM,Kurt Weiland,,,,,5,
Davis,West Bountiful 01,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,West Bountiful 02,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,West Bountiful 03,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,West Bountiful 04,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,West Point 01,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,West Point 02,U.S. House,1,DEM,Kurt Weiland,,,,,3,
Davis,West Point 03,U.S. House,1,DEM,Kurt Weiland,,,,,14,
Davis,West Point 04,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,West Point 05,U.S. House,1,DEM,Kurt Weiland,,,,,15,
Davis,West Point 06,U.S. House,1,DEM,Kurt Weiland,,,,,9,
Davis,West Point 07,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,West Point 08,U.S. House,1,DEM,Kurt Weiland,,,,,8,
Davis,Woods Cross 01,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Woods Cross 02,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Woods Cross 03,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Woods Cross 04,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Woods Cross 05,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Woods Cross 06,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Woods Cross 07,U.S. House,1,DEM,Kurt Weiland,,,,,0,
Davis,Bountiful 01,State House,19,REP,Raymond Ward,,,,,200,
Davis,Bountiful 02,State House,19,REP,Raymond Ward,,,,,115,
Davis,Bountiful 03,State House,19,REP,Raymond Ward,,,,,163,
Davis,Bountiful 04,State House,19,REP,Raymond Ward,,,,,167,
Davis,Bountiful 05,State House,19,REP,Raymond Ward,,,,,144,
Davis,Bountiful 06,State House,19,REP,Raymond Ward,,,,,133,
Davis,Bountiful 07,State House,19,REP,Raymond Ward,,,,,107,
Davis,Bountiful 08,State House,19,REP,Raymond Ward,,,,,161,
Davis,Bountiful 09,State House,19,REP,Raymond Ward,,,,,284,
Davis,Bountiful 10,State House,19,REP,Raymond Ward,,,,,230,
Davis,Bountiful 11,State House,19,REP,Raymond Ward,,,,,255,
Davis,Bountiful 12,State House,19,REP,Raymond Ward,,,,,309,
Davis,Bountiful 13,State House,19,REP,Raymond Ward,,,,,108,
Davis,Bountiful 14,State House,19,REP,Raymond Ward,,,,,97,
Davis,Bountiful 15,State House,19,REP,Raymond Ward,,,,,119,
Davis,Bountiful 16,State House,19,REP,Raymond Ward,,,,,189,
Davis,Bountiful 17,State House,19,REP,Raymond Ward,,,,,188,
Davis,Bountiful 18,State House,19,REP,Raymond Ward,,,,,179,
Davis,Bountiful 19,State House,19,REP,Raymond Ward,,,,,192,
Davis,Bountiful 20,State House,19,REP,Raymond Ward,,,,,159,
Davis,Bountiful 21,State House,19,REP,Raymond Ward,,,,,171,
Davis,Bountiful 22,State House,19,REP,Raymond Ward,,,,,152,
Davis,Bountiful 23,State House,19,REP,Raymond Ward,,,,,190,
Davis,Bountiful 24,State House,19,REP,Raymond Ward,,,,,46,
Davis,Bountiful 25,State House,19,REP,Raymond Ward,,,,,0,
Davis,Bountiful 26,State House,19,REP,Raymond Ward,,,,,170,
Davis,Bountiful 27,State House,19,REP,Raymond Ward,,,,,118,
Davis,Bountiful 28,State House,19,REP,Raymond Ward,,,,,150,
Davis,Bountiful 29,State House,19,REP,Raymond Ward,,,,,0,
Davis,Bountiful 30,State House,19,REP,Raymond Ward,,,,,0,
Davis,Bountiful 31,State House,19,REP,Raymond Ward,,,,,0,
Davis,Bountiful 32,State House,19,REP,Raymond Ward,,,,,154,
Davis,Bountiful 33,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 10,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 11,State House,19,REP,Raymond Ward,,,,,0,
Davis,Centerville 12,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 10,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 11,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 12,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 13,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 14,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 15,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 16,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clearfield 17,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 10,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 11,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 12,State House,19,REP,Raymond Ward,,,,,0,
Davis,Clinton 13,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 10,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 11,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 12,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 13,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 14,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 15,State House,19,REP,Raymond Ward,,,,,0,
Davis,Farmington 16,State House,19,REP,Raymond Ward,,,,,0,
Davis,Fruit Heights 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Fruit Heights 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Fruit Heights 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Fruit Heights 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Fruit Heights 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Hill A.F.B. 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Hill A.F.B. 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Hill A.F.B. 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 10,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 11,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 12,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 13,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 14,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 15,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 16,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 17,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 18,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 19,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 20,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 21,State House,19,REP,Raymond Ward,,,,,0,
Davis,Kaysville 22,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 10,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 11,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 12,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 13,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 14,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 15,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 16,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 17,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 18,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 19,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 20,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 21,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 22,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 23,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 24,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 25,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 26,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 27,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 28,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 29,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 30,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 31,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 32,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 33,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 34,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 35,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 36,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 37,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 38,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 39,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 40,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 41,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 42,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 43,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 44,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 45,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 46,State House,19,REP,Raymond Ward,,,,,0,
Davis,Layton 47,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 10,State House,19,REP,Raymond Ward,,,,,0,
Davis,No. Salt Lake 11,State House,19,REP,Raymond Ward,,,,,0,
Davis,Sunset 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Sunset 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Sunset 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,South Weber 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,South Weber 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,South Weber 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,South Weber 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 01,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 02,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 03,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 04,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 05,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 06,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 07,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 08,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 09,State House,19,REP,Raymond Ward,,,,,0,
Davis,Syracuse 10,State House,19,REP,Raymond Ward,,,,,0,
