county,office,district,party,candidate,precinct,votes,absentee,mail,election_day,provisional
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 07,123,0,100,0,23
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 08,111,0,92,0,19
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 09,211,0,187,0,24
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 10,179,0,147,0,32
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 11,216,0,195,0,21
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 12,129,0,94,0,35
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 13,394,0,374,0,20
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 14,252,0,242,0,10
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 15,247,0,214,0,33
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 16,286,0,253,0,33
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 17,333,0,291,0,42
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 18,211,0,145,0,66
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 19,237,0,210,0,27
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 20,447,0,410,0,37
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 21,263,0,258,0,5
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 22,494,0,479,0,15
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 23,221,0,157,0,64
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 24,133,0,129,0,4
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 25,315,0,288,0,27
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 26,305,0,284,0,21
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 27,429,0,377,0,52
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 28,141,0,105,0,36
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 29,488,0,474,0,14
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 30,411,0,343,0,68
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 31,272,0,225,0,47
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 32,172,0,155,0,17
Cache,Attorney General,,REP,Sean D. Reyes,LOGAN 33,420,0,371,0,49
Cache,Attorney General,,REP,Sean D. Reyes,AMALGA,169,0,157,0,12
Cache,Attorney General,,REP,Sean D. Reyes,BENSON,235,0,226,0,9
Cache,Attorney General,,REP,Sean D. Reyes,CLARKSTON,250,0,234,0,16
Cache,Attorney General,,REP,Sean D. Reyes,COLLEGE/YOUNG WARD,330,0,319,0,11
Cache,Attorney General,,REP,Sean D. Reyes,CORNISH,89,0,86,0,3
Cache,Attorney General,,REP,Sean D. Reyes,COVE,217,0,209,0,8
Cache,Attorney General,,REP,Sean D. Reyes,HYDE PARK 01,891,0,861,0,30
Cache,Attorney General,,REP,Sean D. Reyes,HYDE PARK 02,781,0,746,0,35
Cache,Attorney General,,REP,Sean D. Reyes,HYRUM 01,462,0,432,0,30
Cache,Attorney General,,REP,Sean D. Reyes,HYRUM 02,271,0,259,0,12
Cache,Attorney General,,REP,Sean D. Reyes,HYRUM 03,560,0,542,0,18
Cache,Attorney General,,REP,Sean D. Reyes,HYRUM 04,654,0,625,0,29
Cache,Attorney General,,REP,Sean D. Reyes,HYRUM 05,397,0,369,0,28
Cache,Attorney General,,REP,Sean D. Reyes,LEWISTON 01,383,0,367,0,16
Cache,Attorney General,,REP,Sean D. Reyes,LEWISTON 02,238,0,226,0,12
Cache,Attorney General,,REP,Sean D. Reyes,MENDON 01,54,0,49,0,5
Cache,Attorney General,,REP,Sean D. Reyes,MENDON 02,817,0,763,0,54
Cache,Attorney General,,REP,Sean D. Reyes,MILLVILLE 17,85,0,80,0,5
Cache,Attorney General,,REP,Sean D. Reyes,MILLVILLE 25,620,0,593,0,27
Cache,Attorney General,,REP,Sean D. Reyes,NEWTON,359,0,350,0,9
Cache,Attorney General,,REP,Sean D. Reyes,NIBLEY 01,698,0,630,0,68
Cache,Attorney General,,REP,Sean D. Reyes,NIBLEY 03,711,0,676,0,35
Cache,Attorney General,,REP,Sean D. Reyes,Nibley 17,480,0,452,0,28
Cache,Attorney General,,REP,Sean D. Reyes,Nibley 25,18,0,18,0,0
Cache,Attorney General,,REP,Sean D. Reyes,NORTH LOGAN 01,469,0,403,0,66
Cache,Attorney General,,REP,Sean D. Reyes,NORTH LOGAN 02,396,0,378,0,18
Cache,Attorney General,,REP,Sean D. Reyes,NORTH LOGAN 03,497,0,478,0,19
Cache,Attorney General,,REP,Sean D. Reyes,NORTH LOGAN 04,561,0,542,0,19
Cache,Attorney General,,REP,Sean D. Reyes,NORTH LOGAN 05,533,0,515,0,18
Cache,Attorney General,,REP,Sean D. Reyes,NORTH LOGAN 06,445,0,417,0,28
Cache,Attorney General,,REP,Sean D. Reyes,PARADISE,667,0,637,0,30
Cache,Attorney General,,REP,Sean D. Reyes,PROVIDENCE 01,550,0,530,0,20
Cache,Attorney General,,REP,Sean D. Reyes,PROVIDENCE 02,700,0,683,0,17
Cache,Attorney General,,REP,Sean D. Reyes,PROVIDENCE 03,545,0,525,0,20
Cache,Attorney General,,REP,Sean D. Reyes,PROVIDENCE 04,425,0,398,0,27
Cache,Attorney General,,REP,Sean D. Reyes,PROVIDENCE 05,433,0,413,0,20
Cache,Attorney General,,REP,Sean D. Reyes,RICHMOND 01,388,0,363,0,25
Cache,Attorney General,,REP,Sean D. Reyes,RICHMOND 02,445,0,425,0,20
Cache,Attorney General,,REP,Sean D. Reyes,RIVER HEIGHTS 01,241,0,234,0,7
Cache,Attorney General,,REP,Sean D. Reyes,RIVER HEIGHTS 02,381,0,367,0,14
Cache,Attorney General,,REP,Sean D. Reyes,SMITHFIELD 01,487,0,450,0,37
Cache,Attorney General,,REP,Sean D. Reyes,SMITHFIELD 02,523,0,491,0,32
Cache,Attorney General,,REP,Sean D. Reyes,SMITHFIELD 03,555,0,511,0,44
Cache,Attorney General,,REP,Sean D. Reyes,SMITHFIELD 04,631,0,594,0,37
Cache,Attorney General,,REP,Sean D. Reyes,SMITHFIELD 05,567,0,521,0,46
Cache,Attorney General,,REP,Sean D. Reyes,SMITHFIELD 06,444,0,419,0,25
Cache,Attorney General,,REP,Sean D. Reyes,SMITHFIELD 07,604,0,549,0,55
Cache,Attorney General,,REP,Sean D. Reyes,TRENTON,175,0,165,0,10
Cache,Attorney General,,REP,Sean D. Reyes,WELLSVILLE 01,370,0,351,0,19
Cache,Attorney General,,REP,Sean D. Reyes,WELLSVILLE 02,452,0,434,0,18
Cache,Attorney General,,REP,Sean D. Reyes,WELLSVILLE 03,336,0,329,0,7
Cache,Attorney General,,REP,Sean D. Reyes,WELLSVILLE 04,474,0,462,0,12
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 01,46,0,40,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 02,58,0,51,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 03,49,0,44,0,5
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 04,48,0,40,0,8
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 05,40,0,38,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 06,38,0,34,0,4
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 07,38,0,31,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 08,30,0,26,0,4
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 09,39,0,32,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 10,32,0,24,0,8
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 11,40,0,33,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 12,30,0,25,0,5
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 13,48,0,41,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 14,37,0,34,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 15,27,0,20,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 16,39,0,33,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 17,45,0,37,0,8
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 18,26,0,16,0,10
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 19,29,0,23,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 20,31,0,28,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 21,25,0,23,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 22,46,0,44,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 23,35,0,27,0,8
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 24,22,0,20,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 25,50,0,47,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 26,30,0,27,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 27,43,0,37,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 28,21,0,14,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 29,38,0,36,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 30,40,0,27,0,13
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 31,43,0,36,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 32,22,0,20,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,LOGAN 33,54,0,51,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,AMALGA,6,0,6,0,0
Cache,Attorney General,,LIB,W. Andrew McCullough,BENSON,16,0,14,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,CLARKSTON,20,0,17,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,COLLEGE/YOUNG WARD,33,0,32,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,CORNISH,8,0,8,0,0
Cache,Attorney General,,LIB,W. Andrew McCullough,COVE,22,0,20,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,HYDE PARK 01,65,0,61,0,4
Cache,Attorney General,,LIB,W. Andrew McCullough,HYDE PARK 02,47,0,44,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,HYRUM 01,58,0,51,0,7
Cache,Attorney General,,LIB,W. Andrew McCullough,HYRUM 02,25,0,22,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,HYRUM 03,27,0,25,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,HYRUM 04,48,0,46,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,HYRUM 05,41,0,35,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,LEWISTON 01,27,0,27,0,0
Cache,Attorney General,,LIB,W. Andrew McCullough,LEWISTON 02,13,0,13,0,0
Cache,Attorney General,,LIB,W. Andrew McCullough,MENDON 01,10,0,10,0,0
Cache,Attorney General,,LIB,W. Andrew McCullough,MENDON 02,50,0,45,0,5
Cache,Attorney General,,LIB,W. Andrew McCullough,MILLVILLE 17,9,0,9,0,0
Cache,Attorney General,,LIB,W. Andrew McCullough,MILLVILLE 25,37,0,32,0,5
Cache,Attorney General,,LIB,W. Andrew McCullough,NEWTON,31,0,28,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,NIBLEY 01,66,0,55,0,11
Cache,Attorney General,,LIB,W. Andrew McCullough,NIBLEY 03,36,0,30,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,Nibley 17,49,0,40,0,9
Cache,Attorney General,,LIB,W. Andrew McCullough,Nibley 25,0,0,0,0,0
Cache,Attorney General,,LIB,W. Andrew McCullough,NORTH LOGAN 01,68,0,50,0,18
Cache,Attorney General,,LIB,W. Andrew McCullough,NORTH LOGAN 02,29,0,28,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,NORTH LOGAN 03,29,0,28,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,NORTH LOGAN 04,33,0,32,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,NORTH LOGAN 05,34,0,31,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,NORTH LOGAN 06,40,0,37,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,PARADISE,49,0,45,0,4
Cache,Attorney General,,LIB,W. Andrew McCullough,PROVIDENCE 01,39,0,36,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,PROVIDENCE 02,46,0,44,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,PROVIDENCE 03,35,0,33,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,PROVIDENCE 04,30,0,27,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,PROVIDENCE 05,33,0,30,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,RICHMOND 01,38,0,34,0,4
Cache,Attorney General,,LIB,W. Andrew McCullough,RICHMOND 02,26,0,25,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,RIVER HEIGHTS 01,19,0,17,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,RIVER HEIGHTS 02,32,0,31,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,SMITHFIELD 01,37,0,32,0,5
Cache,Attorney General,,LIB,W. Andrew McCullough,SMITHFIELD 02,31,0,28,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,SMITHFIELD 03,55,0,49,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,SMITHFIELD 04,25,0,23,0,2
Cache,Attorney General,,LIB,W. Andrew McCullough,SMITHFIELD 05,42,0,34,0,8
Cache,Attorney General,,LIB,W. Andrew McCullough,SMITHFIELD 06,38,0,32,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,SMITHFIELD 07,51,0,45,0,6
Cache,Attorney General,,LIB,W. Andrew McCullough,TRENTON,23,0,22,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,WELLSVILLE 01,19,0,16,0,3
Cache,Attorney General,,LIB,W. Andrew McCullough,WELLSVILLE 02,30,0,29,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,WELLSVILLE 03,25,0,24,0,1
Cache,Attorney General,,LIB,W. Andrew McCullough,WELLSVILLE 04,34,0,33,0,1
Cache,State Auditor,,REP,John Dougall,LOGAN 01,191,0,161,0,30
Cache,State Auditor,,REP,John Dougall,LOGAN 02,257,0,229,0,28
Cache,State Auditor,,REP,John Dougall,LOGAN 03,313,0,286,0,27
Cache,State Auditor,,REP,John Dougall,LOGAN 04,293,0,273,0,20
Cache,State Auditor,,REP,John Dougall,LOGAN 05,361,0,344,0,17
Cache,State Auditor,,REP,John Dougall,LOGAN 06,262,0,235,0,27
Cache,State Auditor,,REP,John Dougall,LOGAN 07,133,0,107,0,26
Cache,State Auditor,,REP,John Dougall,LOGAN 08,115,0,97,0,18
Cache,State Auditor,,REP,John Dougall,LOGAN 09,199,0,172,0,27
Cache,State Auditor,,REP,John Dougall,LOGAN 10,167,0,137,0,30
Cache,State Auditor,,REP,John Dougall,LOGAN 11,214,0,191,0,23
Cache,State Auditor,,REP,John Dougall,LOGAN 12,127,0,93,0,34
Cache,State Auditor,,REP,John Dougall,LOGAN 13,369,0,351,0,18
Cache,State Auditor,,REP,John Dougall,LOGAN 14,234,0,224,0,10
Cache,State Auditor,,REP,John Dougall,LOGAN 15,238,0,205,0,33
Cache,State Auditor,,REP,John Dougall,LOGAN 16,284,0,246,0,38
Cache,State Auditor,,REP,John Dougall,LOGAN 17,335,0,295,0,40
Cache,State Auditor,,REP,John Dougall,LOGAN 18,213,0,143,0,70
Cache,State Auditor,,REP,John Dougall,LOGAN 19,246,0,215,0,31
Cache,State Auditor,,REP,John Dougall,LOGAN 20,401,0,370,0,31
Cache,State Auditor,,REP,John Dougall,LOGAN 21,230,0,225,0,5
Cache,State Auditor,,REP,John Dougall,LOGAN 22,449,0,436,0,13
Cache,State Auditor,,REP,John Dougall,LOGAN 23,225,0,162,0,63
Cache,State Auditor,,REP,John Dougall,LOGAN 24,129,0,123,0,6
Cache,State Auditor,,REP,John Dougall,LOGAN 25,311,0,285,0,26
Cache,State Auditor,,REP,John Dougall,LOGAN 26,296,0,276,0,20
Cache,State Auditor,,REP,John Dougall,LOGAN 27,415,0,367,0,48
Cache,State Auditor,,REP,John Dougall,LOGAN 28,143,0,103,0,40
Cache,State Auditor,,REP,John Dougall,LOGAN 29,437,0,422,0,15
Cache,State Auditor,,REP,John Dougall,LOGAN 30,392,0,320,0,72
Cache,State Auditor,,REP,John Dougall,LOGAN 31,269,0,224,0,45
Cache,State Auditor,,REP,John Dougall,LOGAN 32,167,0,149,0,18
Cache,State Auditor,,REP,John Dougall,LOGAN 33,394,0,348,0,46
Cache,State Auditor,,REP,John Dougall,AMALGA,161,0,150,0,11
Cache,State Auditor,,REP,John Dougall,BENSON,225,0,213,0,12
Cache,State Auditor,,REP,John Dougall,CLARKSTON,230,0,214,0,16
Cache,State Auditor,,REP,John Dougall,COLLEGE/YOUNG WARD,310,0,298,0,12
Cache,State Auditor,,REP,John Dougall,CORNISH,77,0,74,0,3
Cache,State Auditor,,REP,John Dougall,COVE,204,0,194,0,10
Cache,State Auditor,,REP,John Dougall,HYDE PARK 01,832,0,803,0,29
Cache,State Auditor,,REP,John Dougall,HYDE PARK 02,729,0,693,0,36
Cache,State Auditor,,REP,John Dougall,HYRUM 01,428,0,400,0,28
Cache,State Auditor,,REP,John Dougall,HYRUM 02,250,0,237,0,13
Cache,State Auditor,,REP,John Dougall,HYRUM 03,534,0,518,0,16
Cache,State Auditor,,REP,John Dougall,HYRUM 04,616,0,589,0,27
Cache,State Auditor,,REP,John Dougall,HYRUM 05,379,0,352,0,27
Cache,State Auditor,,REP,John Dougall,LEWISTON 01,357,0,342,0,15
Cache,State Auditor,,REP,John Dougall,LEWISTON 02,228,0,216,0,12
Cache,State Auditor,,REP,John Dougall,MENDON 01,59,0,54,0,5
Cache,State Auditor,,REP,John Dougall,MENDON 02,764,0,707,0,57
Cache,State Auditor,,REP,John Dougall,MILLVILLE 17,88,0,83,0,5
Cache,State Auditor,,REP,John Dougall,MILLVILLE 25,585,0,557,0,28
Cache,State Auditor,,REP,John Dougall,NEWTON,323,0,314,0,9
Cache,State Auditor,,REP,John Dougall,NIBLEY 01,671,0,607,0,64
Cache,State Auditor,,REP,John Dougall,NIBLEY 03,665,0,629,0,36
Cache,State Auditor,,REP,John Dougall,Nibley 17,455,0,428,0,27
Cache,State Auditor,,REP,John Dougall,Nibley 25,15,0,15,0,0
Cache,State Auditor,,REP,John Dougall,NORTH LOGAN 01,466,0,400,0,66
Cache,State Auditor,,REP,John Dougall,NORTH LOGAN 02,385,0,370,0,15
Cache,State Auditor,,REP,John Dougall,NORTH LOGAN 03,458,0,438,0,20
Cache,State Auditor,,REP,John Dougall,NORTH LOGAN 04,525,0,508,0,17
Cache,State Auditor,,REP,John Dougall,NORTH LOGAN 05,483,0,466,0,17
Cache,State Auditor,,REP,John Dougall,NORTH LOGAN 06,420,0,398,0,22
Cache,State Auditor,,REP,John Dougall,PARADISE,625,0,590,0,35
Cache,State Auditor,,REP,John Dougall,PROVIDENCE 01,522,0,503,0,19
Cache,State Auditor,,REP,John Dougall,PROVIDENCE 02,636,0,623,0,13
Cache,State Auditor,,REP,John Dougall,PROVIDENCE 03,523,0,504,0,19
Cache,State Auditor,,REP,John Dougall,PROVIDENCE 04,402,0,374,0,28
Cache,State Auditor,,REP,John Dougall,PROVIDENCE 05,405,0,381,0,24
Cache,State Auditor,,REP,John Dougall,RICHMOND 01,362,0,340,0,22
Cache,State Auditor,,REP,John Dougall,RICHMOND 02,410,0,396,0,14
Cache,State Auditor,,REP,John Dougall,RIVER HEIGHTS 01,215,0,208,0,7
Cache,State Auditor,,REP,John Dougall,RIVER HEIGHTS 02,356,0,343,0,13
Cache,State Auditor,,REP,John Dougall,SMITHFIELD 01,470,0,432,0,38
Cache,State Auditor,,REP,John Dougall,SMITHFIELD 02,482,0,451,0,31
Cache,State Auditor,,REP,John Dougall,SMITHFIELD 03,496,0,455,0,41
Cache,State Auditor,,REP,John Dougall,SMITHFIELD 04,580,0,545,0,35
Cache,State Auditor,,REP,John Dougall,SMITHFIELD 05,526,0,480,0,46
Cache,State Auditor,,REP,John Dougall,SMITHFIELD 06,427,0,398,0,29
Cache,State Auditor,,REP,John Dougall,SMITHFIELD 07,554,0,507,0,47
Cache,State Auditor,,REP,John Dougall,TRENTON,161,0,154,0,7
Cache,State Auditor,,REP,John Dougall,WELLSVILLE 01,332,0,315,0,17
Cache,State Auditor,,REP,John Dougall,WELLSVILLE 02,432,0,414,0,18
Cache,State Auditor,,REP,John Dougall,WELLSVILLE 03,324,0,317,0,7
Cache,State Auditor,,REP,John Dougall,WELLSVILLE 04,445,0,433,0,12
Cache,State Auditor,,IAP,Jared Green,LOGAN 01,43,0,38,0,5
Cache,State Auditor,,IAP,Jared Green,LOGAN 02,36,0,31,0,5
Cache,State Auditor,,IAP,Jared Green,LOGAN 03,35,0,31,0,4
Cache,State Auditor,,IAP,Jared Green,LOGAN 04,28,0,22,0,6
Cache,State Auditor,,IAP,Jared Green,LOGAN 05,46,0,41,0,5
Cache,State Auditor,,IAP,Jared Green,LOGAN 06,43,0,39,0,4
Cache,State Auditor,,IAP,Jared Green,LOGAN 07,24,0,18,0,6
Cache,State Auditor,,IAP,Jared Green,LOGAN 08,21,0,18,0,3
Cache,State Auditor,,IAP,Jared Green,LOGAN 09,24,0,22,0,2
Cache,State Auditor,,IAP,Jared Green,LOGAN 10,30,0,20,0,10
Cache,State Auditor,,IAP,Jared Green,LOGAN 11,23,0,20,0,3
Cache,State Auditor,,IAP,Jared Green,LOGAN 12,23,0,16,0,7
Cache,State Auditor,,IAP,Jared Green,LOGAN 13,35,0,31,0,4
Cache,State Auditor,,IAP,Jared Green,LOGAN 14,23,0,20,0,3
Cache,State Auditor,,IAP,Jared Green,LOGAN 15,30,0,21,0,9
Cache,State Auditor,,IAP,Jared Green,LOGAN 16,35,0,32,0,3
Cache,State Auditor,,IAP,Jared Green,LOGAN 17,32,0,24,0,8
Cache,State Auditor,,IAP,Jared Green,LOGAN 18,26,0,17,0,9
Cache,State Auditor,,IAP,Jared Green,LOGAN 19,16,0,12,0,4
Cache,State Auditor,,IAP,Jared Green,LOGAN 20,34,0,27,0,7
Cache,State Auditor,,IAP,Jared Green,LOGAN 21,17,0,16,0,1
Cache,State Auditor,,IAP,Jared Green,LOGAN 22,45,0,42,0,3
Cache,State Auditor,,IAP,Jared Green,LOGAN 23,26,0,18,0,8
Cache,State Auditor,,IAP,Jared Green,LOGAN 24,21,0,19,0,2
Cache,State Auditor,,IAP,Jared Green,LOGAN 25,42,0,36,0,6
Cache,State Auditor,,IAP,Jared Green,LOGAN 26,34,0,27,0,7
Cache,State Auditor,,IAP,Jared Green,LOGAN 27,44,0,38,0,6
Cache,State Auditor,,IAP,Jared Green,LOGAN 28,13,0,7,0,6
Cache,State Auditor,,IAP,Jared Green,LOGAN 29,37,0,34,0,3
Cache,State Auditor,,IAP,Jared Green,LOGAN 30,35,0,30,0,5
Cache,State Auditor,,IAP,Jared Green,LOGAN 31,38,0,27,0,11
Cache,State Auditor,,IAP,Jared Green,LOGAN 32,16,0,15,0,1
Cache,State Auditor,,IAP,Jared Green,LOGAN 33,53,0,50,0,3
Cache,State Auditor,,IAP,Jared Green,AMALGA,9,0,8,0,1
Cache,State Auditor,,IAP,Jared Green,BENSON,22,0,22,0,0
Cache,State Auditor,,IAP,Jared Green,CLARKSTON,14,0,11,0,3
Cache,State Auditor,,IAP,Jared Green,COLLEGE/YOUNG WARD,28,0,27,0,1
Cache,State Auditor,,IAP,Jared Green,CORNISH,6,0,6,0,0
Cache,State Auditor,,IAP,Jared Green,COVE,15,0,14,0,1
Cache,State Auditor,,IAP,Jared Green,HYDE PARK 01,55,0,52,0,3
Cache,State Auditor,,IAP,Jared Green,HYDE PARK 02,51,0,49,0,2
Cache,State Auditor,,IAP,Jared Green,HYRUM 01,58,0,52,0,6
Cache,State Auditor,,IAP,Jared Green,HYRUM 02,32,0,31,0,1
Cache,State Auditor,,IAP,Jared Green,HYRUM 03,34,0,31,0,3
Cache,State Auditor,,IAP,Jared Green,HYRUM 04,67,0,64,0,3
Cache,State Auditor,,IAP,Jared Green,HYRUM 05,46,0,43,0,3
Cache,State Auditor,,IAP,Jared Green,LEWISTON 01,27,0,25,0,2
Cache,State Auditor,,IAP,Jared Green,LEWISTON 02,14,0,13,0,1
Cache,State Auditor,,IAP,Jared Green,MENDON 01,7,0,7,0,0
Cache,State Auditor,,IAP,Jared Green,MENDON 02,66,0,61,0,5
Cache,State Auditor,,IAP,Jared Green,MILLVILLE 17,10,0,10,0,0
Cache,State Auditor,,IAP,Jared Green,MILLVILLE 25,37,0,35,0,2
Cache,State Auditor,,IAP,Jared Green,NEWTON,32,0,30,0,2
Cache,State Auditor,,IAP,Jared Green,NIBLEY 01,53,0,44,0,9
Cache,State Auditor,,IAP,Jared Green,NIBLEY 03,42,0,40,0,2
Cache,State Auditor,,IAP,Jared Green,Nibley 17,39,0,34,0,5
Cache,State Auditor,,IAP,Jared Green,Nibley 25,1,0,1,0,0
Cache,State Auditor,,IAP,Jared Green,NORTH LOGAN 01,54,0,34,0,20
Cache,State Auditor,,IAP,Jared Green,NORTH LOGAN 02,37,0,34,0,3
Cache,State Auditor,,IAP,Jared Green,NORTH LOGAN 03,34,0,33,0,1
Cache,State Auditor,,IAP,Jared Green,NORTH LOGAN 04,27,0,25,0,2
Cache,State Auditor,,IAP,Jared Green,NORTH LOGAN 05,34,0,33,0,1
Cache,State Auditor,,IAP,Jared Green,NORTH LOGAN 06,33,0,31,0,2
Cache,State Auditor,,IAP,Jared Green,PARADISE,58,0,57,0,1
Cache,State Auditor,,IAP,Jared Green,PROVIDENCE 01,33,0,30,0,3
Cache,State Auditor,,IAP,Jared Green,PROVIDENCE 02,46,0,40,0,6
Cache,State Auditor,,IAP,Jared Green,PROVIDENCE 03,24,0,22,0,2
Cache,State Auditor,,IAP,Jared Green,PROVIDENCE 04,27,0,24,0,3
Cache,State Auditor,,IAP,Jared Green,PROVIDENCE 05,18,0,18,0,0
Cache,State Auditor,,IAP,Jared Green,RICHMOND 01,24,0,21,0,3
Cache,State Auditor,,IAP,Jared Green,RICHMOND 02,32,0,27,0,5
Cache,State Auditor,,IAP,Jared Green,RIVER HEIGHTS 01,21,0,21,0,0
Cache,State Auditor,,IAP,Jared Green,RIVER HEIGHTS 02,33,0,32,0,1
Cache,State Auditor,,IAP,Jared Green,SMITHFIELD 01,29,0,26,0,3
Cache,State Auditor,,IAP,Jared Green,SMITHFIELD 02,36,0,34,0,2
Cache,State Auditor,,IAP,Jared Green,SMITHFIELD 03,60,0,54,0,6
Cache,State Auditor,,IAP,Jared Green,SMITHFIELD 04,31,0,28,0,3
Cache,State Auditor,,IAP,Jared Green,SMITHFIELD 05,57,0,54,0,3
Cache,State Auditor,,IAP,Jared Green,SMITHFIELD 06,33,0,29,0,4
Cache,State Auditor,,IAP,Jared Green,SMITHFIELD 07,60,0,52,0,8
Cache,State Auditor,,IAP,Jared Green,TRENTON,27,0,24,0,3
Cache,State Auditor,,IAP,Jared Green,WELLSVILLE 01,27,0,23,0,4
Cache,State Auditor,,IAP,Jared Green,WELLSVILLE 02,29,0,29,0,0
Cache,State Auditor,,IAP,Jared Green,WELLSVILLE 03,30,0,29,0,1
Cache,State Auditor,,IAP,Jared Green,WELLSVILLE 04,32,0,30,0,2
