county,precinct,office,district,Candidate,party,Polling,Early,Absentee,Paper,Provisional,votes
Washington,SG01,State House,62,JON STANARD,,98,35,28,0,5,166
Washington,SG31,State House,62,JON STANARD,,217,52,65,0,11,345
Washington,SG34,State House,62,JON STANARD,,137,52,75,0,17,281
Washington,SG35,State House,62,JON STANARD,,127,27,41,0,9,204
Washington,SG36,State House,62,JON STANARD,,101,30,105,0,9,245
Washington,SG37,State House,62,JON STANARD,,166,4,66,0,11,247
Washington,SG38,State House,62,JON STANARD,,104,14,24,0,9,151
Washington,SG40,State House,62,JON STANARD,,164,14,49,0,71,234
Washington,SG42,State House,62,JON STANARD,,147,29,44,0,4,224
Washington,SG43,State House,62,JON STANARD,,122,24,42,0,2,190
Washington,SG45,State House,62,JON STANARD,,181,19,26,0,22,248
Washington,WA60,State House,62,JON STANARD,,222,102,85,0,9,418
Washington,WA61,State House,62,JON STANARD,,161,28,53,0,9,251
Washington,WA62,State House,62,JON STANARD,,179,37,14,0,5,235
Washington,WA63,State House,62,JON STANARD,,179,34,28,0,10,251
Washington,WA64,State House,62,JON STANARD,,224,53,56,0,11,344
Washington,WA65,State House,62,JON STANARD,,214,38,33,0,10,295
Washington,WA66,State House,62,JON STANARD,,208,55,45,0,6,314
Washington,WA67,State House,62,JON STANARD,,211,44,70,0,12,337
Washington,WA68,State House,62,JON STANARD,,284,51,63,0,13,411
Washington,Total,State House,62,JON STANARD,,3446,742,1012,0,191,5391
Washington,AV51,State House,71,KENNETH RODERICK AND,,0,0,42,0,0,42
Washington,COCDSR,State House,71,KENNETH RODERICK AND,,0,0,13,0,0,13
Washington,COHV28,State House,71,KENNETH RODERICK AND,,0,0,0,0,0,0
Washington,COHV29,State House,71,KENNETH RODERICK AND,,0,0,0,0,0,0
Washington,COLEED,State House,71,KENNETH RODERICK AND,,0,0,15,0,0,15
Washington,CONH,State House,71,KENNETH RODERICK AND,,35,3,10,0,0,48
Washington,COSN28,State House,71,KENNETH RODERICK AND,,0,0,10,0,0,10
Washington,HIL97,State House,71,KENNETH RODERICK AND,,0,0,5,0,0,5
Washington,HU52,State House,71,KENNETH RODERICK AND,,30,5,4,0,4,43
Washington,HU53,State House,71,KENNETH RODERICK AND,,31,4,2,0,2,39
Washington,HU54,State House,71,KENNETH RODERICK AND,,31,3,16,0,0,50
Washington,HU55,State House,71,KENNETH RODERICK AND,,31,4,9,0,1,45
Washington,HU56,State House,71,KENNETH RODERICK AND,,66,23,20,0,1,110
Washington,HU57,State House,71,KENNETH RODERICK AND,,83,11,13,0,3,110
Washington,HU58,State House,71,KENNETH RODERICK AND,,36,15,6,0,0,57
Washington,HU59,State House,71,KENNETH RODERICK AND,,31,15,5,0,0,51
Washington,LA85,State House,71,KENNETH RODERICK AND,,41,2,11,0,1,55
Washington,LA86,State House,71,KENNETH RODERICK AND,,38,2,3,0,2,45
Washington,LA87,State House,71,KENNETH RODERICK AND,,36,4,6,0,2,48
Washington,LE90,State House,71,KENNETH RODERICK AND,,0,0,47,0,0,47
Washington,NH93,State House,71,KENNETH RODERICK AND,,12,2,0,0,1,15
Washington,RC94,State House,71,KENNETH RODERICK AND,,0,0,51,0,0,51
Washington,SG44,State House,71,KENNETH RODERICK AND,,18,0,0,0,1,19
Washington,SP95,State House,71,KENNETH RODERICK AND,,0,0,113,0,0,113
Washington,TQ96,State House,71,KENNETH RODERICK AND,,60,3,8,0,2,73
Washington,VI89,State House,71,KENNETH RODERICK AND,,0,0,63,0,0,63
Washington,WA69,State House,71,KENNETH RODERICK AND,,15,6,8,1,1,31
Washington,Total,State House,71,KENNETH RODERICK AND,,594,102,480,1,21,1198
Washington,AV51,State House,71,BRAD LAST,,0,0,99,0,1,100
Washington,COCDSR,State House,71,BRAD LAST,,0,0,44,0,0,44
Washington,COHV28,State House,71,BRAD LAST,,0,0,9,0,0,9
Washington,COHV29,State House,71,BRAD LAST,,0,0,4,0,0,4
Washington,COLEED,State House,71,BRAD LAST,,0,0,70,0,0,70
Washington,CONH,State House,71,BRAD LAST,,148,6,77,0,3,234
Washington,COSN28,State House,71,BRAD LAST,,0,0,4,0,0,4
Washington,HIL97,State House,71,BRAD LAST,,0,0,99,0,0,99
Washington,HU52,State House,71,BRAD LAST,,198,20,38,0,6,262
Washington,HU53,State House,71,BRAD LAST,,266,29,32,0,17,344
Washington,HU54,State House,71,BRAD LAST,,209,27,84,2,5,327
Washington,HU55,State House,71,BRAD LAST,,149,17,24,0,8,198
Washington,HU56,State House,71,BRAD LAST,,163,72,84,0,3,322
Washington,HU57,State House,71,BRAD LAST,,244,28,66,0,11,349
Washington,HU58,State House,71,BRAD LAST,,283,35,40,0,2,360
Washington,HU59,State House,71,BRAD LAST,,158,38,39,0,5,240
Washington,LA85,State House,71,BRAD LAST,,180,15,27,0,2,224
Washington,LA86,State House,71,BRAD LAST,,157,16,13,0,1,187
Washington,LA87,State House,71,BRAD LAST,,153,7,12,0,5,177
Washington,LE90,State House,71,BRAD LAST,,0,0,206,0,2,208
Washington,NH93,State House,71,BRAD LAST,,32,1,16,0,0,49
Washington,RC94,State House,71,BRAD LAST,,0,0,52,0,0,52
Washington,SG44,State House,71,BRAD LAST,,109,10,10,0,5,134
Washington,SP95,State House,71,BRAD LAST,,0,0,71,0,0,71
Washington,TQ96,State House,71,BRAD LAST,,249,13,56,0,11,329
Washington,VI89,State House,71,BRAD LAST,,0,0,92,0,0,92
Washington,WA69,State House,71,BRAD LAST,,79,26,38,0,9,152
Washington,Total,State House,71,BRAD LAST,,2777,360,1406,2,96,4641
Washington,COHS74,State House,74,V. LOWRY SNOW,,0,0,9,0,1,10
Washington,IV76,State House,74,V. LOWRY SNOW,,235,57,59,0,9,360
Washington,IV77,State House,74,V. LOWRY SNOW,,209,31,49,0,7,296
Washington,IV78,State House,74,V. LOWRY SNOW,,145,48,106,0,6,305
Washington,IV79,State House,74,V. LOWRY SNOW,,247,30,45,0,1,323
Washington,SC71,State House,74,V. LOWRY SNOW,,254,36,44,1,12,347
Washington,SC72,State House,74,V. LOWRY SNOW,,172,31,23,0,7,233
Washington,SC73,State House,74,V. LOWRY SNOW,,150,30,36,0,3,219
Washington,SC74,State House,74,V. LOWRY SNOW,,298,98,59,0,11,466
Washington,SG13,State House,74,V. LOWRY SNOW,,94,15,38,0,8,155
Washington,SG14,State House,74,V. LOWRY SNOW,,241,59,76,0,15,391
Washington,SG15,State House,74,V. LOWRY SNOW,,177,32,35,0,4,248
Washington,SG16,State House,74,V. LOWRY SNOW,,140,46,48,0,5,239
Washington,SG22,State House,74,V. LOWRY SNOW,,232,31,77,0,7,347
Washington,SG23,State House,74,V. LOWRY SNOW,,215,47,48,0,2,312
Washington,SG24,State House,74,V. LOWRY SNOW,,133,18,34,0,3,188
Washington,SG25,State House,74,V. LOWRY SNOW,,188,24,18,0,13,243
Washington,SG26,State House,74,V. LOWRY SNOW,,196,27,61,0,12,296
Washington,SG27,State House,74,V. LOWRY SNOW,,165,23,19,0,9,216
Washington,SG28,State House,74,V. LOWRY SNOW,,289,34,47,0,4,374
Washington,SG29,State House,74,V. LOWRY SNOW,,184,32,48,0,4,268
Washington,SG30,State House,74,V. LOWRY SNOW,,253,61,63,0,6,383
Washington,SG39,State House,74,V. LOWRY SNOW,,286,28,57,0,2,373
Washington,SG41,State House,74,V. LOWRY SNOW,,187,29,60,2,9,287
Washington,SG46,State House,74,V. LOWRY SNOW,,223,40,78,0,9,350
Washington,Total,State House,74,V. LOWRY SNOW,,4913,907,1237,3,169,7229
Washington,COHS74,State House,74,DOROTHY A. ENGELMAN,,0,0,1,0,0,1
Washington,IV76,State House,74,DOROTHY A. ENGELMAN,,85,20,28,0,2,135
Washington,IV77,State House,74,DOROTHY A. ENGELMAN,,51,11,12,0,4,78
Washington,IV78,State House,74,DOROTHY A. ENGELMAN,,136,105,47,0,8,296
Washington,IV79,State House,74,DOROTHY A. ENGELMAN,,65,18,18,0,2,103
Washington,SC71,State House,74,DOROTHY A. ENGELMAN,,34,3,0,0,1,38
Washington,SC72,State House,74,DOROTHY A. ENGELMAN,,28,3,4,0,2,37
Washington,SC73,State House,74,DOROTHY A. ENGELMAN,,36,11,7,0,2,56
Washington,SC74,State House,74,DOROTHY A. ENGELMAN,,46,26,11,0,1,84
Washington,SG13,State House,74,DOROTHY A. ENGELMAN,,49,11,14,0,6,80
Washington,SG14,State House,74,DOROTHY A. ENGELMAN,,84,30,46,0,3,163
Washington,SG15,State House,74,DOROTHY A. ENGELMAN,,41,15,13,0,2,71
Washington,SG16,State House,74,DOROTHY A. ENGELMAN,,34,11,13,0,2,60
Washington,SG22,State House,74,DOROTHY A. ENGELMAN,,59,40,28,0,5,132
Washington,SG23,State House,74,DOROTHY A. ENGELMAN,,76,17,19,0,2,114
Washington,SG24,State House,74,DOROTHY A. ENGELMAN,,30,5,11,0,2,48
Washington,SG25,State House,74,DOROTHY A. ENGELMAN,,41,5,8,0,2,56
Washington,SG26,State House,74,DOROTHY A. ENGELMAN,,28,10,9,0,1,48
Washington,SG27,State House,74,DOROTHY A. ENGELMAN,,38,7,6,0,2,53
Washington,SG28,State House,74,DOROTHY A. ENGELMAN,,44,9,13,0,2,68
Washington,SG29,State House,74,DOROTHY A. ENGELMAN,,33,10,16,0,1,60
Washington,SG30,State House,74,DOROTHY A. ENGELMAN,,51,23,19,0,0,93
Washington,SG39,State House,74,DOROTHY A. ENGELMAN,,119,9,40,0,0,168
Washington,SG41,State House,74,DOROTHY A. ENGELMAN,,69,15,13,0,1,98
Washington,SG46,State House,74,DOROTHY A. ENGELMAN,,110,22,37,0,6,175
Washington,Total,State House,74,DOROTHY A. ENGELMAN,,1387,436,433,0,59,2315
Washington,COAND,State House,75,CHERYL FAE HAWKER,,0,0,0,0,0,0
Washington,COCNBR,State House,75,CHERYL FAE HAWKER,,0,0,12,0,0,12
Washington,CODAV,State House,75,CHERYL FAE HAWKER,,0,0,88,0,0,88
Washington,CODIV,State House,75,CHERYL FAE HAWKER,,14,3,5,0,1,23
Washington,CODXDR,State House,75,CHERYL FAE HAWKER,,0,1,32,0,0,33
Washington,COGL,State House,75,CHERYL FAE HAWKER,,0,0,4,0,0,4
Washington,COGUBL,State House,75,CHERYL FAE HAWKER,,0,0,0,0,0,0
Washington,CONCF,State House,75,CHERYL FAE HAWKER,,1,0,1,0,0,2
Washington,COPINE,State House,75,CHERYL FAE HAWKER,,0,0,3,0,0,3
Washington,COVE,State House,75,CHERYL FAE HAWKER,,0,0,10,0,0,10
Washington,COWH,State House,75,CHERYL FAE HAWKER,,18,9,6,0,1,34
Washington,EN82,State House,75,CHERYL FAE HAWKER,,15,0,3,0,0,18
Washington,SG02,State House,75,CHERYL FAE HAWKER,,14,5,8,0,1,28
Washington,SG03,State House,75,CHERYL FAE HAWKER,,20,2,3,0,4,29
Washington,SG04,State House,75,CHERYL FAE HAWKER,,6,3,1,0,0,10
Washington,SG05,State House,75,CHERYL FAE HAWKER,,18,2,4,0,0,24
Washington,SG06,State House,75,CHERYL FAE HAWKER,,21,3,6,0,2,32
Washington,SG07,State House,75,CHERYL FAE HAWKER,,15,6,10,0,1,32
Washington,SG08,State House,75,CHERYL FAE HAWKER,,27,6,9,0,0,42
Washington,SG09,State House,75,CHERYL FAE HAWKER,,33,12,10,0,2,57
Washington,SG10,State House,75,CHERYL FAE HAWKER,,12,2,10,0,1,25
Washington,SG11,State House,75,CHERYL FAE HAWKER,,29,8,5,0,2,44
Washington,SG12,State House,75,CHERYL FAE HAWKER,,32,15,11,0,0,58
Washington,SG17,State House,75,CHERYL FAE HAWKER,,41,23,16,0,1,81
Washington,SG18,State House,75,CHERYL FAE HAWKER,,33,5,5,0,2,45
Washington,SG19,State House,75,CHERYL FAE HAWKER,,26,12,9,0,4,51
Washington,SG20,State House,75,CHERYL FAE HAWKER,,49,18,22,0,3,92
Washington,SG21,State House,75,CHERYL FAE HAWKER,,42,18,15,0,2,77
Washington,SG32,State House,75,CHERYL FAE HAWKER,,11,7,11,0,1,30
Washington,SG33,State House,75,CHERYL FAE HAWKER,,26,5,7,0,1,39
Washington,COAND,State House,75,NIHLA W. JUDD,,0,0,0,0,0,0
Washington,COCNBR,State House,75,NIHLA W. JUDD,,0,0,26,0,0,26
Washington,CODAV,State House,75,NIHLA W. JUDD,,0,1,51,0,0,52
Washington,CODIV,State House,75,NIHLA W. JUDD,,86,0,2,0,4,92
Washington,CODXDR,State House,75,NIHLA W. JUDD,,0,0,37,0,0,37
Washington,COGL,State House,75,NIHLA W. JUDD,,0,0,5,0,0,5
Washington,COGUBL,State House,75,NIHLA W. JUDD,,0,0,0,0,0,0
Washington,CONCF,State House,75,NIHLA W. JUDD,,7,0,0,0,0,7
Washington,COPINE,State House,75,NIHLA W. JUDD,,0,0,6,0,0,6
Washington,COVE,State House,75,NIHLA W. JUDD,,0,1,53,0,0,54
Washington,COWH,State House,75,NIHLA W. JUDD,,109,23,18,0,8,158
Washington,EN82,State House,75,NIHLA W. JUDD,,45,1,0,0,1,47
Washington,SG02,State House,75,NIHLA W. JUDD,,22,2,2,0,1,27
Washington,SG03,State House,75,NIHLA W. JUDD,,49,3,4,21,5,63
Washington,SG04,State House,75,NIHLA W. JUDD,,35,0,6,0,3,44
Washington,SG05,State House,75,NIHLA W. JUDD,,44,10,17,0,11,72
Washington,SG06,State House,75,NIHLA W. JUDD,,42,3,5,0,5,55
Washington,SG07,State House,75,NIHLA W. JUDD,,29,2,6,0,3,40
Washington,SG08,State House,75,NIHLA W. JUDD,,36,2,6,0,4,48
Washington,SG09,State House,75,NIHLA W. JUDD,,24,9,8,0,1,42
Washington,SG10,State House,75,NIHLA W. JUDD,,16,1,4,0,1,22
Washington,SG11,State House,75,NIHLA W. JUDD,,62,9,10,0,7,88
Washington,SG12,State House,75,NIHLA W. JUDD,,37,2,9,0,6,54
Washington,SG17,State House,75,NIHLA W. JUDD,,30,17,17,0,2,66
Washington,SG18,State House,75,NIHLA W. JUDD,,49,8,5,0,3,65
Washington,SG19,State House,75,NIHLA W. JUDD,,39,6,4,0,3,52
Washington,SG20,State House,75,NIHLA W. JUDD,,46,9,15,0,2,72
Washington,SG21,State House,75,NIHLA W. JUDD,,39,11,6,0,2,58
Washington,SG32,State House,75,NIHLA W. JUDD,,38,8,8,0,3,57
Washington,SG33,State House,75,NIHLA W. JUDD,,24,4,6,0,1,35
Washington,COAND,State House,75,DON L. IPSON,,0,0,3,0,0,3
Washington,COCNBR,State House,75,DON L. IPSON,,0,0,75,0,0,75
Washington,CODAV,State House,75,DON L. IPSON,,0,2,145,0,0,147
Washington,CODIV,State House,75,DON L. IPSON,,110,4,19,0,3,136
Washington,CODXDR,State House,75,DON L. IPSON,,0,0,88,0,0,88
Washington,COGL,State House,75,DON L. IPSON,,0,0,15,0,0,15
Washington,COGUBL,State House,75,DON L. IPSON,,0,0,2,0,0,2
Washington,CONCF,State House,75,DON L. IPSON,,31,3,4,0,3,41
Washington,COPINE,State House,75,DON L. IPSON,,0,0,70,0,0,70
Washington,COVE,State House,75,DON L. IPSON,,0,0,75,0,0,75
Washington,COWH,State House,75,DON L. IPSON,,81,9,15,0,0,105
Washington,EN82,State House,75,DON L. IPSON,,261,3,10,0,7,281
Washington,SG02,State House,75,DON L. IPSON,,78,15,17,0,3,113
Washington,SG03,State House,75,DON L. IPSON,,128,33,38,0,14,213
Washington,SG04,State House,75,DON L. IPSON,,79,11,19,0,1,110
Washington,SG05,State House,75,DON L. IPSON,,87,15,35,0,0,137
Washington,SG06,State House,75,DON L. IPSON,,102,15,19,0,4,140
Washington,SG07,State House,75,DON L. IPSON,,120,30,25,0,8,183
Washington,SG08,State House,75,DON L. IPSON,,138,17,35,0,4,194
Washington,SG09,State House,75,DON L. IPSON,,82,41,51,0,4,178
Washington,SG10,State House,75,DON L. IPSON,,101,32,21,1,3,158
Washington,SG11,State House,75,DON L. IPSON,,91,20,25,0,7,143
Washington,SG12,State House,75,DON L. IPSON,,116,12,55,0,5,188
Washington,SG17,State House,75,DON L. IPSON,,172,68,86,0,1,327
Washington,SG18,State House,75,DON L. IPSON,,158,24,56,0,9,247
Washington,SG19,State House,75,DON L. IPSON,,177,19,26,0,7,229
Washington,SG20,State House,75,DON L. IPSON,,193,48,75,0,9,325
Washington,SG21,State House,75,DON L. IPSON,,151,43,55,0,5,254
Washington,SG32,State House,75,DON L. IPSON,,161,32,74,0,6,273
Washington,SG33,State House,75,DON L. IPSON,,133,34,60,0,3,230
Washington,Total,State House,75,DON L. IPSON,,2750,530,1293,1,106,4680
